asin,reviewer_id,rating,review_text
B002133,3671,5,Review text 4022
B006982,3318,2,Review text 4023
B002370,559,1,Review text 4024
B008395,2313,4,Review text 4025
B003205,2609,3,Review text 4026
B005086,1541,1,Review text 4027
B005184,1295,2,Review text 4028
B006120,4271,5,Review text 4029
B007791,4011,2,Review text 4030
B000784,2934,5,Review text 4031
B005236,2560,2,Review text 4032
B007716,3611,3,Review text 4033
B005188,3307,3,Review text 4034
B000170,4183,5,Review text 4035
B007905,1063,4,Review text 4036
B005049,1896,3,Review text 4037
B009501,2887,1,Review text 4038
B004613,1477,2,Review text 4039
B001004,2887,1,Review text 4040
B006592,1729,2,Review text 4041
B000366,700,4,Review text 4042
B002822,2750,1,Review text 4043
B002272,569,4,Review text 4044
B001141,4261,4,Review text 4045
B008017,4567,1,Review text 4046
B006344,3377,1,Review text 4047
B006691,2840,4,Review text 4048
B000427,971,3,Review text 4049
B006924,1840,2,Review text 4050
B008792,3273,5,Review text 4051
B003072,663,1,Review text 4052
B006998,4865,2,Review text 4053
B000374,4082,3,Review text 4054
B005316,3041,3,Review text 4055
B002057,1789,5,Review text 4056
B008283,3248,5,Review text 4057
B004544,2905,2,Review text 4058
B004686,1998,3,Review text 4059
B007353,342,1,Review text 4060
B008146,854,4,Review text 4061
B006236,4061,5,Review text 4062
B007320,1266,1,Review text 4063
B003484,1563,3,Review text 4064
B003657,1602,4,Review text 4065
B003775,614,5,Review text 4066
B009440,2261,1,Review text 4067
B003393,3651,4,Review text 4068
B004290,2287,5,Review text 4069
B005987,3437,4,Review text 4070
B007130,1974,2,Review text 4071
B000848,3697,2,Review text 4072
B003476,786,5,Review text 4073
B006253,73,1,Review text 4074
B004740,4775,2,Review text 4075
B008532,4862,2,Review text 4076
B004916,914,1,Review text 4077
B004809,572,2,Review text 4078
B009489,3745,1,Review text 4079
B002914,3315,2,Review text 4080
B001613,171,1,Review text 4081
B001427,2712,1,Review text 4082
B006690,1080,3,Review text 4083
B009843,4411,3,Review text 4084
B007642,3080,5,Review text 4085
B005800,13,1,Review text 4086
B007747,715,4,Review text 4087
B001332,425,5,Review text 4088
B003328,2839,5,Review text 4089
B001699,2271,5,Review text 4090
B005148,2770,5,Review text 4091
B001152,459,3,Review text 4092
B006832,2423,5,Review text 4093
B000180,1716,1,Review text 4094
B009064,3971,3,Review text 4095
B001877,3526,4,Review text 4096
B006984,1286,5,Review text 4097
B001313,1484,5,Review text 4098
B003547,4866,2,Review text 4099
B005042,1621,1,Review text 4100
B007439,2839,3,Review text 4101
B005206,129,3,Review text 4102
B006698,2520,4,Review text 4103
B005621,3000,5,Review text 4104
B006781,1664,1,Review text 4105
B004526,2260,4,Review text 4106
B003270,453,3,Review text 4107
B003743,1732,1,Review text 4108
B007289,1209,4,Review text 4109
B002821,1916,5,Review text 4110
B002051,2844,2,Review text 4111
B000375,3376,2,Review text 4112
B005333,504,1,Review text 4113
B003618,1108,3,Review text 4114
B003278,884,3,Review text 4115
B005138,1165,1,Review text 4116
B009140,4972,2,Review text 4117
B004608,1700,4,Review text 4118
B009520,2092,5,Review text 4119
B005259,2340,2,Review text 4120
B000256,2594,4,Review text 4121
B004357,2265,3,Review text 4122
B008718,4524,1,Review text 4123
B003329,754,1,Review text 4124
B008467,2019,4,Review text 4125
B009244,3398,3,Review text 4126
B003215,3878,1,Review text 4127
B006765,2318,1,Review text 4128
B003526,2773,1,Review text 4129
B005449,3182,2,Review text 4130
B005711,4550,1,Review text 4131
B004959,3900,4,Review text 4132
B006274,1631,1,Review text 4133
B008342,4393,5,Review text 4134
B002186,981,1,Review text 4135
B002320,695,2,Review text 4136
B001227,4494,5,Review text 4137
B003852,3870,2,Review text 4138
B008805,4375,1,Review text 4139
B004244,2809,1,Review text 4140
B002395,3631,3,Review text 4141
B005948,4783,2,Review text 4142
B000749,2505,4,Review text 4143
B004809,3861,2,Review text 4144
B001721,3573,1,Review text 4145
B007155,2787,5,Review text 4146
B007551,4929,5,Review text 4147
B007040,3710,5,Review text 4148
B006078,1124,1,Review text 4149
B006519,3986,5,Review text 4150
B007928,1933,3,Review text 4151
B001704,3060,4,Review text 4152
B002299,3103,1,Review text 4153
B007546,4370,4,Review text 4154
B009708,4070,4,Review text 4155
B007370,956,2,Review text 4156
B007517,1725,5,Review text 4157
B009437,877,3,Review text 4158
B002623,3675,3,Review text 4159
B005364,695,4,Review text 4160
B009217,4200,1,Review text 4161
B001548,2430,1,Review text 4162
B004100,1765,1,Review text 4163
B004969,876,1,Review text 4164
B009219,210,2,Review text 4165
B001353,337,1,Review text 4166
B002911,2798,5,Review text 4167
B003375,3667,1,Review text 4168
B008956,1912,1,Review text 4169
B006375,4432,5,Review text 4170
B003502,1404,3,Review text 4171
B000279,4902,1,Review text 4172
B008414,2176,2,Review text 4173
B008586,2373,5,Review text 4174
B008287,3873,4,Review text 4175
B007598,2242,2,Review text 4176
B008690,613,5,Review text 4177
B000890,1628,2,Review text 4178
B007703,3430,1,Review text 4179
B009570,4439,4,Review text 4180
B009457,2889,3,Review text 4181
B009234,2458,2,Review text 4182
B006000,252,4,Review text 4183
B001654,1368,4,Review text 4184
B007168,227,3,Review text 4185
B003435,766,3,Review text 4186
B000213,3410,4,Review text 4187
B005091,2646,3,Review text 4188
B004577,4676,4,Review text 4189
B008923,1285,5,Review text 4190
B003318,1732,5,Review text 4191
B006518,3319,3,Review text 4192
B009866,3072,1,Review text 4193
B003884,2182,3,Review text 4194
B004923,563,2,Review text 4195
B007025,2307,3,Review text 4196
B004950,951,2,Review text 4197
B009260,4754,1,Review text 4198
B000620,1869,5,Review text 4199
B000012,2657,1,Review text 4200
B001064,648,1,Review text 4201
B005714,3279,2,Review text 4202
B000740,3569,3,Review text 4203
B006934,2931,2,Review text 4204
B008979,4634,3,Review text 4205
B000793,2587,4,Review text 4206
B005994,4960,4,Review text 4207
B003162,3086,2,Review text 4208
B002165,4344,5,Review text 4209
B005855,4986,3,Review text 4210
B009590,1353,1,Review text 4211
B009885,2041,3,Review text 4212
B002263,1140,1,Review text 4213
B002635,883,5,Review text 4214
B004971,1276,2,Review text 4215
B004013,3659,3,Review text 4216
B002209,4738,1,Review text 4217
B009752,4570,2,Review text 4218
B002793,541,1,Review text 4219
B009056,978,3,Review text 4220
B005002,2932,3,Review text 4221
B000482,2358,3,Review text 4222
B001112,2985,5,Review text 4223
B002755,1824,1,Review text 4224
B003252,4760,2,Review text 4225
B006047,3019,3,Review text 4226
B009318,616,2,Review text 4227
B005440,3965,5,Review text 4228
B001217,3823,1,Review text 4229
B007286,2,4,Review text 4230
B003147,4018,1,Review text 4231
B001959,1711,4,Review text 4232
B005382,3657,1,Review text 4233
B005122,1393,3,Review text 4234
B008085,4592,2,Review text 4235
B002465,1454,5,Review text 4236
B000229,1182,1,Review text 4237
B002262,2949,5,Review text 4238
B009710,1064,4,Review text 4239
B001965,4626,2,Review text 4240
B002023,706,5,Review text 4241
B007263,3715,4,Review text 4242
B002471,3934,1,Review text 4243
B004490,2029,5,Review text 4244
B002375,1540,1,Review text 4245
B004231,1432,1,Review text 4246
B003794,995,1,Review text 4247
B008658,2399,5,Review text 4248
B006236,299,4,Review text 4249
B000426,4712,5,Review text 4250
B001812,2246,4,Review text 4251
B003931,1798,4,Review text 4252
B008820,1344,3,Review text 4253
B000872,3123,2,Review text 4254
B008459,2277,2,Review text 4255
B005655,1167,5,Review text 4256
B000291,2499,3,Review text 4257
B006269,4935,1,Review text 4258
B007336,3610,3,Review text 4259
B006273,589,3,Review text 4260
B002569,4314,5,Review text 4261
B008389,532,2,Review text 4262
B002773,4332,5,Review text 4263
B005031,31,3,Review text 4264
B008637,1964,1,Review text 4265
B004799,3591,2,Review text 4266
B005676,4887,3,Review text 4267
B001576,3645,4,Review text 4268
B005894,1920,1,Review text 4269
B000376,4673,2,Review text 4270
B005947,371,1,Review text 4271
B002826,1836,2,Review text 4272
B009816,2248,3,Review text 4273
B008939,3228,4,Review text 4274
B004817,434,2,Review text 4275
B002393,411,3,Review text 4276
B006358,97,2,Review text 4277
B006164,4998,4,Review text 4278
B002144,559,4,Review text 4279
B002091,2141,4,Review text 4280
B005447,3048,1,Review text 4281
B001411,655,2,Review text 4282
B003423,1897,4,Review text 4283
B008489,604,2,Review text 4284
B008762,3479,1,Review text 4285
B009913,1048,3,Review text 4286
B009182,3171,3,Review text 4287
B002638,4158,5,Review text 4288
B007115,4253,5,Review text 4289
B008115,836,4,Review text 4290
B005432,4823,3,Review text 4291
B005037,1012,4,Review text 4292
B001756,1601,2,Review text 4293
B006122,3976,3,Review text 4294
B007039,2116,3,Review text 4295
B005658,42,2,Review text 4296
B001379,273,2,Review text 4297
B003149,2913,3,Review text 4298
B008468,3159,3,Review text 4299
B005959,4427,1,Review text 4300
B009673,1377,2,Review text 4301
B005846,3487,1,Review text 4302
B004772,2198,4,Review text 4303
B005718,164,3,Review text 4304
B002236,3217,4,Review text 4305
B004973,115,1,Review text 4306
B008723,4579,4,Review text 4307
B009552,1392,1,Review text 4308
B007705,1741,5,Review text 4309
B005088,908,5,Review text 4310
B005185,1686,2,Review text 4311
B000920,178,4,Review text 4312
B008728,771,2,Review text 4313
B008036,2406,5,Review text 4314
B009621,605,3,Review text 4315
B004475,4883,2,Review text 4316
B004719,4156,5,Review text 4317
B004300,613,5,Review text 4318
B004864,857,5,Review text 4319
B002586,352,4,Review text 4320
B001025,521,3,Review text 4321
B007127,1190,2,Review text 4322
B005283,1114,5,Review text 4323
B003811,4058,3,Review text 4324
B000027,4393,2,Review text 4325
B001596,65,5,Review text 4326
B008639,4345,4,Review text 4327
B007694,495,1,Review text 4328
B009775,4763,4,Review text 4329
B009451,1370,3,Review text 4330
B006345,2526,2,Review text 4331
B008990,2682,4,Review text 4332
B008938,1202,5,Review text 4333
B004684,3348,2,Review text 4334
B009300,3007,1,Review text 4335
B002496,4122,3,Review text 4336
B006580,1118,3,Review text 4337
B001248,4183,3,Review text 4338
B002521,2545,5,Review text 4339
B002133,3916,5,Review text 4340
B002727,1930,5,Review text 4341
B008919,4742,4,Review text 4342
B005917,72,2,Review text 4343
B009709,3034,2,Review text 4344
B003445,3156,5,Review text 4345
B004910,2883,2,Review text 4346
B009448,4892,3,Review text 4347
B002119,3144,2,Review text 4348
B001403,3798,3,Review text 4349
B002309,2373,2,Review text 4350
B003614,3576,1,Review text 4351
B002227,4695,2,Review text 4352
B001296,2447,5,Review text 4353
B000465,1066,5,Review text 4354
B002596,3524,2,Review text 4355
B001370,3495,4,Review text 4356
B008098,4295,5,Review text 4357
B009597,2656,5,Review text 4358
B003628,2909,1,Review text 4359
B001861,1301,1,Review text 4360
B002806,2620,2,Review text 4361
B004848,3531,4,Review text 4362
B000078,3829,3,Review text 4363
B002103,1488,1,Review text 4364
B005262,1505,2,Review text 4365
B006542,3315,5,Review text 4366
B003896,4758,5,Review text 4367
B009788,4062,4,Review text 4368
B005448,3138,2,Review text 4369
B005997,2384,4,Review text 4370
B005110,4621,2,Review text 4371
B002695,488,3,Review text 4372
B009102,3913,4,Review text 4373
B009058,840,2,Review text 4374
B007729,347,3,Review text 4375
B003473,4870,4,Review text 4376
B000347,2891,5,Review text 4377
B008777,4684,4,Review text 4378
B001490,3920,1,Review text 4379
B000766,4206,1,Review text 4380
B009742,2427,5,Review text 4381
B007102,1372,2,Review text 4382
B005490,3646,4,Review text 4383
B007293,662,3,Review text 4384
B001697,1025,2,Review text 4385
B007419,1658,1,Review text 4386
B000862,872,5,Review text 4387
B005908,3077,5,Review text 4388
B003457,1172,4,Review text 4389
B003242,1722,4,Review text 4390
B008742,3932,5,Review text 4391
B005485,2753,4,Review text 4392
B009278,2032,4,Review text 4393
B002861,605,5,Review text 4394
B001177,3997,2,Review text 4395
B009434,4517,5,Review text 4396
B006640,753,4,Review text 4397
B000597,4320,5,Review text 4398
B006877,144,1,Review text 4399
B006777,1900,2,Review text 4400
B002573,1838,4,Review text 4401
B005496,3495,5,Review text 4402
B005500,4277,5,Review text 4403
B007229,3857,5,Review text 4404
B000073,4413,4,Review text 4405
B001247,1671,4,Review text 4406
B006854,4694,2,Review text 4407
B003763,3086,3,Review text 4408
B004089,862,3,Review text 4409
B002534,2815,3,Review text 4410
B000816,1822,3,Review text 4411
B007307,3742,3,Review text 4412
B009901,2789,5,Review text 4413
B000302,3814,3,Review text 4414
B000192,4666,5,Review text 4415
B005323,242,4,Review text 4416
B000538,3154,5,Review text 4417
B003974,1755,5,Review text 4418
B005128,775,4,Review text 4419
B006045,3148,5,Review text 4420
B001605,786,4,Review text 4421
B005785,4276,1,Review text 4422
B005031,3750,1,Review text 4423
B001687,1986,2,Review text 4424
B007958,4948,1,Review text 4425
B000782,3764,4,Review text 4426
B005670,4338,5,Review text 4427
B000494,593,1,Review text 4428
B007521,1475,2,Review text 4429
B009282,2271,2,Review text 4430
B006635,1897,1,Review text 4431
B002665,4272,4,Review text 4432
B009977,1295,4,Review text 4433
B003597,4633,3,Review text 4434
B005035,4663,1,Review text 4435
B009721,1355,3,Review text 4436
B004494,1650,5,Review text 4437
B009799,1018,4,Review text 4438
B007635,677,4,Review text 4439
B004410,4604,2,Review text 4440
B005510,3363,5,Review text 4441
B002302,4863,2,Review text 4442
B005404,4187,5,Review text 4443
B007570,2790,1,Review text 4444
B003095,4376,4,Review text 4445
B001665,4436,3,Review text 4446
B002330,2884,1,Review text 4447
B009498,3733,2,Review text 4448
B001832,4474,3,Review text 4449
B002352,4955,2,Review text 4450
B001418,3272,1,Review text 4451
B000931,3914,5,Review text 4452
B002797,2946,5,Review text 4453
B009002,1499,5,Review text 4454
B006820,82,4,Review text 4455
B004400,2572,2,Review text 4456
B008919,781,2,Review text 4457
B007242,4145,1,Review text 4458
B003976,4572,4,Review text 4459
B009003,13,5,Review text 4460
B008827,3982,5,Review text 4461
B003947,1845,5,Review text 4462
B003680,4529,2,Review text 4463
B003239,3076,1,Review text 4464
B004216,1181,2,Review text 4465
B003117,4539,2,Review text 4466
B004613,1710,3,Review text 4467
B002934,1653,5,Review text 4468
B009841,3517,4,Review text 4469
B001605,2419,1,Review text 4470
B008063,2529,1,Review text 4471
B004888,4842,4,Review text 4472
B006271,4555,3,Review text 4473
B003167,2646,2,Review text 4474
B008817,2834,5,Review text 4475
B000755,2957,3,Review text 4476
B007543,2107,1,Review text 4477
B009391,281,3,Review text 4478
B001988,2428,5,Review text 4479
B000554,3198,4,Review text 4480
B003562,4411,5,Review text 4481
B006691,1592,5,Review text 4482
B000573,1548,1,Review text 4483
B006557,1742,5,Review text 4484
B003449,600,4,Review text 4485
B008617,1738,5,Review text 4486
B007549,4704,3,Review text 4487
B008357,593,4,Review text 4488
B000402,1258,5,Review text 4489
B001489,4004,1,Review text 4490
B003751,4617,5,Review text 4491
B006636,3875,2,Review text 4492
B001482,1572,3,Review text 4493
B006526,4997,3,Review text 4494
B003376,312,2,Review text 4495
B000527,2625,4,Review text 4496
B006372,2595,2,Review text 4497
B005436,1510,5,Review text 4498
B005730,4833,4,Review text 4499
B004100,699,1,Review text 4500
B001469,1323,3,Review text 4501
B007532,604,1,Review text 4502
B006310,574,2,Review text 4503
B000880,3721,5,Review text 4504
B003989,1604,1,Review text 4505
B005644,3000,1,Review text 4506
B003927,1076,2,Review text 4507
B008408,1704,2,Review text 4508
B002939,2853,1,Review text 4509
B009130,1200,2,Review text 4510
B002132,1203,2,Review text 4511
B007554,2428,5,Review text 4512
B009830,100,1,Review text 4513
B007922,812,5,Review text 4514
B005830,4366,2,Review text 4515
B008564,614,2,Review text 4516
B008880,1624,4,Review text 4517
B000922,3873,1,Review text 4518
B006203,1701,2,Review text 4519
B001332,587,2,Review text 4520
B002976,2236,4,Review text 4521
B003496,3684,3,Review text 4522
B002530,1336,3,Review text 4523
B009223,4807,1,Review text 4524
B001231,4300,4,Review text 4525
B001969,1967,1,Review text 4526
B002934,4394,1,Review text 4527
B007187,302,2,Review text 4528
B007185,3294,2,Review text 4529
B003928,4081,1,Review text 4530
B001208,3752,3,Review text 4531
B009877,372,5,Review text 4532
B007050,3041,4,Review text 4533
B007200,435,3,Review text 4534
B002359,3766,4,Review text 4535
B001219,4062,3,Review text 4536
B004438,918,4,Review text 4537
B007933,3117,4,Review text 4538
B005140,2521,5,Review text 4539
B005245,466,5,Review text 4540
B000539,2687,4,Review text 4541
B002074,4727,5,Review text 4542
B003089,2478,5,Review text 4543
B002173,1220,2,Review text 4544
B000296,798,1,Review text 4545
B004488,1356,1,Review text 4546
B007770,4654,2,Review text 4547
B004054,3212,5,Review text 4548
B000102,19,2,Review text 4549
B006483,4080,5,Review text 4550
B006286,4709,4,Review text 4551
B007834,3904,3,Review text 4552
B005191,2173,5,Review text 4553
B002045,12,3,Review text 4554
B006841,3954,3,Review text 4555
B000350,3921,4,Review text 4556
B009884,4886,2,Review text 4557
B002020,4477,2,Review text 4558
B002511,3076,4,Review text 4559
B009666,2393,5,Review text 4560
B009122,4976,4,Review text 4561
B006845,4822,5,Review text 4562
B004628,4942,3,Review text 4563
B005019,210,2,Review text 4564
B005887,3861,2,Review text 4565
B006042,2770,2,Review text 4566
B003867,4360,1,Review text 4567
B003764,1727,2,Review text 4568
B005559,1921,2,Review text 4569
B004196,3160,1,Review text 4570
B005105,98,1,Review text 4571
B007532,1129,4,Review text 4572
B007002,215,1,Review text 4573
B005293,3950,1,Review text 4574
B009060,3644,3,Review text 4575
B005927,2374,1,Review text 4576
B008318,3386,2,Review text 4577
B001589,2540,4,Review text 4578
B009244,4919,5,Review text 4579
B003710,4892,2,Review text 4580
B009103,871,2,Review text 4581
B001845,2140,5,Review text 4582
B004685,4260,4,Review text 4583
B005283,3349,4,Review text 4584
B000670,4345,2,Review text 4585
B003070,2716,2,Review text 4586
B003962,2457,2,Review text 4587
B007967,635,3,Review text 4588
B001323,4386,4,Review text 4589
B000731,3237,4,Review text 4590
B003039,1154,4,Review text 4591
B003284,2148,2,Review text 4592
B009917,333,3,Review text 4593
B001370,1791,2,Review text 4594
B001894,4523,1,Review text 4595
B005110,4232,3,Review text 4596
B001727,1917,5,Review text 4597
B000896,539,5,Review text 4598
B002778,1648,5,Review text 4599
B003267,3228,5,Review text 4600
B003612,2567,4,Review text 4601
B005511,4745,5,Review text 4602
B002817,2780,4,Review text 4603
B008711,3795,5,Review text 4604
B002193,3343,5,Review text 4605
B004547,4385,1,Review text 4606
B003644,4023,2,Review text 4607
B009612,1069,4,Review text 4608
B006863,449,4,Review text 4609
B002239,2571,3,Review text 4610
B000856,455,1,Review text 4611
B006942,3579,4,Review text 4612
B001984,1905,3,Review text 4613
B009839,58,5,Review text 4614
B003565,2458,3,Review text 4615
B004131,2924,4,Review text 4616
B008033,2693,2,Review text 4617
B003493,4848,2,Review text 4618
B000794,3533,3,Review text 4619
B002326,2615,5,Review text 4620
B002651,3368,3,Review text 4621
B003123,3174,2,Review text 4622
B005986,3976,3,Review text 4623
B007572,919,1,Review text 4624
B000024,4410,3,Review text 4625
B003535,3767,1,Review text 4626
B008520,591,1,Review text 4627
B004175,2075,2,Review text 4628
B001197,3019,4,Review text 4629
B006910,3253,2,Review text 4630
B003358,4118,4,Review text 4631
B005601,3073,1,Review text 4632
B006834,963,5,Review text 4633
B000200,1481,4,Review text 4634
B007052,4368,2,Review text 4635
B008006,1796,5,Review text 4636
B004176,3013,1,Review text 4637
B005531,3879,4,Review text 4638
B008205,2225,5,Review text 4639
B006572,4199,1,Review text 4640
B004319,339,4,Review text 4641
B004905,4938,1,Review text 4642
B001098,286,1,Review text 4643
B003147,1930,1,Review text 4644
B009287,2006,5,Review text 4645
B009582,3923,4,Review text 4646
B004754,3906,4,Review text 4647
B002899,905,3,Review text 4648
B006852,681,2,Review text 4649
B001175,1891,4,Review text 4650
B005626,3424,3,Review text 4651
B000133,2339,4,Review text 4652
B001784,226,2,Review text 4653
B006081,1355,4,Review text 4654
B001750,4999,4,Review text 4655
B003273,531,1,Review text 4656
B007811,2744,5,Review text 4657
B009852,1204,1,Review text 4658
B004688,3081,1,Review text 4659
B001266,4477,1,Review text 4660
B007543,4217,3,Review text 4661
B002759,678,5,Review text 4662
B007084,4664,2,Review text 4663
B002154,3542,3,Review text 4664
B007525,1458,4,Review text 4665
B009264,3542,3,Review text 4666
B003233,697,3,Review text 4667
B008454,47,3,Review text 4668
B001580,4247,4,Review text 4669
B007125,4079,1,Review text 4670
B006262,2542,3,Review text 4671
B002436,586,1,Review text 4672
B007836,4894,5,Review text 4673
B004076,2040,2,Review text 4674
B000264,102,2,Review text 4675
B003550,870,2,Review text 4676
B001336,1643,2,Review text 4677
B003103,1425,3,Review text 4678
B003024,35,2,Review text 4679
B007768,4340,2,Review text 4680
B000063,39,4,Review text 4681
B004861,1167,2,Review text 4682
B003078,4841,3,Review text 4683
B002113,4959,2,Review text 4684
B000913,500,2,Review text 4685
B009169,4583,3,Review text 4686
B001838,1112,5,Review text 4687
B006675,63,4,Review text 4688
B008908,3101,3,Review text 4689
B007797,3709,4,Review text 4690
B009039,4759,3,Review text 4691
B005389,4420,2,Review text 4692
B005229,832,2,Review text 4693
B006274,1985,2,Review text 4694
B001256,3610,4,Review text 4695
B002650,2834,4,Review text 4696
B002563,2617,1,Review text 4697
B004389,3858,5,Review text 4698
B005473,2315,4,Review text 4699
B007031,3457,3,Review text 4700
B004499,4156,5,Review text 4701
B002425,3924,3,Review text 4702
B001721,892,2,Review text 4703
B001207,2944,2,Review text 4704
B007853,1882,5,Review text 4705
B002652,777,5,Review text 4706
B009429,4052,5,Review text 4707
B001270,687,4,Review text 4708
B004046,4727,4,Review text 4709
B009198,3612,3,Review text 4710
B001068,3471,5,Review text 4711
B008170,2676,5,Review text 4712
B005999,1060,3,Review text 4713
B006479,4009,5,Review text 4714
B008005,221,2,Review text 4715
B006005,4482,4,Review text 4716
B003383,4101,5,Review text 4717
B003857,2686,4,Review text 4718
B006369,696,3,Review text 4719
B007496,1231,2,Review text 4720
B000452,3972,5,Review text 4721
B003537,4659,5,Review text 4722
B003453,676,2,Review text 4723
B008543,3812,2,Review text 4724
B001667,3261,2,Review text 4725
B008278,1112,3,Review text 4726
B009074,4537,3,Review text 4727
B007664,982,4,Review text 4728
B005045,3239,4,Review text 4729
B006728,2707,1,Review text 4730
B007968,4704,3,Review text 4731
B007170,4875,5,Review text 4732
B007625,177,1,Review text 4733
B001011,1145,2,Review text 4734
B001928,3407,3,Review text 4735
B007886,3338,3,Review text 4736
B006677,2990,1,Review text 4737
B003883,2139,3,Review text 4738
B003434,4147,4,Review text 4739
B002569,3442,5,Review text 4740
B008285,1779,1,Review text 4741
B007174,4653,5,Review text 4742
B004558,4626,2,Review text 4743
B008196,4127,5,Review text 4744
B008346,1933,1,Review text 4745
B001111,2915,2,Review text 4746
B001012,3204,5,Review text 4747
B006419,4703,3,Review text 4748
B005792,1519,2,Review text 4749
B000411,2113,3,Review text 4750
B003574,4177,4,Review text 4751
B008802,4617,4,Review text 4752
B003625,2186,2,Review text 4753
B006530,1525,4,Review text 4754
B009502,3573,3,Review text 4755
B008272,2548,3,Review text 4756
B001625,3977,2,Review text 4757
B006138,3085,5,Review text 4758
B004129,619,4,Review text 4759
B004981,4826,3,Review text 4760
B000684,193,5,Review text 4761
B001869,2873,5,Review text 4762
B005252,1796,4,Review text 4763
B008786,528,3,Review text 4764
B000124,2328,4,Review text 4765
B008602,1116,3,Review text 4766
B003072,2955,4,Review text 4767
B007053,3702,4,Review text 4768
B008917,2211,1,Review text 4769
B002042,1083,1,Review text 4770
B007950,2334,3,Review text 4771
B002682,3209,1,Review text 4772
B008445,1920,4,Review text 4773
B000098,1796,2,Review text 4774
B005737,4910,4,Review text 4775
B005516,3354,1,Review text 4776
B009242,3200,1,Review text 4777
B002786,3261,3,Review text 4778
B003996,4674,4,Review text 4779
B000075,2520,5,Review text 4780
B007913,1621,1,Review text 4781
B006477,4008,3,Review text 4782
B005058,1926,3,Review text 4783
B001108,213,1,Review text 4784
B003505,2009,4,Review text 4785
B003944,2193,5,Review text 4786
B005310,1086,4,Review text 4787
B001989,1683,2,Review text 4788
B000838,2488,2,Review text 4789
B000241,743,2,Review text 4790
B008573,4098,2,Review text 4791
B008841,1022,3,Review text 4792
B004993,2833,4,Review text 4793
B001142,2570,3,Review text 4794
B003994,2083,5,Review text 4795
B006619,1226,3,Review text 4796
B008087,3656,3,Review text 4797
B004255,3109,2,Review text 4798
B006674,2487,1,Review text 4799
B002999,504,4,Review text 4800
B008227,4006,5,Review text 4801
B004189,565,4,Review text 4802
B008914,484,1,Review text 4803
B008960,4371,4,Review text 4804
B008470,568,4,Review text 4805
B005587,1529,3,Review text 4806
B003228,4305,4,Review text 4807
B001640,2319,1,Review text 4808
B009085,848,4,Review text 4809
B002033,4214,2,Review text 4810
B007504,4359,4,Review text 4811
B004324,3855,3,Review text 4812
B002302,4599,4,Review text 4813
B007234,1803,4,Review text 4814
B006321,2172,1,Review text 4815
B006752,4277,3,Review text 4816
B009461,3826,2,Review text 4817
B001598,4045,5,Review text 4818
B009169,1783,5,Review text 4819
B003720,4950,3,Review text 4820
B000656,4150,3,Review text 4821
B008965,3608,4,Review text 4822
B008720,369,5,Review text 4823
B001379,704,5,Review text 4824
B009086,1098,3,Review text 4825
B006456,2204,3,Review text 4826
B009975,3411,2,Review text 4827
B001840,1478,1,Review text 4828
B007851,4271,1,Review text 4829
B002027,3094,1,Review text 4830
B005166,4930,2,Review text 4831
B005830,4202,2,Review text 4832
B004403,2011,5,Review text 4833
B003206,4641,1,Review text 4834
B008869,2413,3,Review text 4835
B004797,2929,1,Review text 4836
B003854,2637,3,Review text 4837
B001425,4154,1,Review text 4838
B001710,2770,2,Review text 4839
B007759,4497,4,Review text 4840
B007052,4972,5,Review text 4841
B004460,2957,2,Review text 4842
B008264,4119,4,Review text 4843
B000179,2399,1,Review text 4844
B002689,4133,5,Review text 4845
B003798,2954,2,Review text 4846
B001594,3717,5,Review text 4847
B005021,4730,5,Review text 4848
B001941,2732,1,Review text 4849
B001437,2995,1,Review text 4850
B001666,1684,1,Review text 4851
B001050,3820,1,Review text 4852
B003046,598,1,Review text 4853
B005582,4481,5,Review text 4854
B006088,4887,5,Review text 4855
B009753,4751,1,Review text 4856
B001717,2407,2,Review text 4857
B005972,1474,1,Review text 4858
B008645,1566,5,Review text 4859
B006773,563,1,Review text 4860
B004422,1534,1,Review text 4861
B007855,1128,5,Review text 4862
B004310,4911,2,Review text 4863
B007749,1410,2,Review text 4864
B005363,3591,3,Review text 4865
B003610,2433,4,Review text 4866
B000180,2551,4,Review text 4867
B001957,125,1,Review text 4868
B007302,4400,3,Review text 4869
B006217,3748,3,Review text 4870
B002470,3226,2,Review text 4871
B004162,1330,4,Review text 4872
B005464,690,3,Review text 4873
B009703,1398,2,Review text 4874
B001436,1302,3,Review text 4875
B009689,2128,4,Review text 4876
B007938,3900,2,Review text 4877
B006625,3539,4,Review text 4878
B002564,1315,3,Review text 4879
B005437,3314,2,Review text 4880
B005824,464,4,Review text 4881
B000268,749,1,Review text 4882
B002595,2732,4,Review text 4883
B002899,4801,3,Review text 4884
B001874,3387,4,Review text 4885
B007927,2614,1,Review text 4886
B002939,4083,2,Review text 4887
B004889,1724,2,Review text 4888
B001615,3201,1,Review text 4889
B004007,4252,2,Review text 4890
B007917,421,1,Review text 4891
B003420,4397,1,Review text 4892
B007662,1859,4,Review text 4893
B001045,1335,5,Review text 4894
B001120,699,4,Review text 4895
B007783,4878,1,Review text 4896
B003583,2987,4,Review text 4897
B008413,4297,4,Review text 4898
B001808,3507,1,Review text 4899
B007448,1110,2,Review text 4900
B001108,596,1,Review text 4901
B007217,2779,4,Review text 4902
B007451,1041,2,Review text 4903
B008832,2915,1,Review text 4904
B000458,216,2,Review text 4905
