user_id,business_name,business_type,industry,annual_revenue,employee_count,credit_limit
394,Business 394,Service Provider,Manufacturing,5203397.863391694,887,18238.728838912964
395,Business 395,Manufacturer,Healthcare,7685377.014612234,360,88780.03385372131
396,Business 396,Distributor,Retail,7948501.045680271,157,74019.72902846028
397,Business 397,Manufacturer,Manufacturing,5635071.097068011,954,54066.72252294251
398,Business 398,Manufacturer,Healthcare,548675.9098976812,916,69356.52474459623
399,Business 399,Distributor,Manufacturing,9262037.079141032,20,31830.690077058225
400,Business 400,Service Provider,Healthcare,9936745.40385908,726,48254.620217556214
401,Business 401,Manufacturer,Retail,9781647.206612678,285,14125.691127446058
402,Business 402,Distributor,Retail,3085432.6108983015,996,66479.25763586911
403,Business 403,Manufacturer,Retail,459509.5374469188,370,92653.06719084395
404,Business 404,Manufacturer,Technology,8670547.037506148,313,12738.319489068792
405,Business 405,Distributor,Manufacturing,4958942.117548726,598,16562.530827946583
406,Business 406,Manufacturer,Manufacturing,305890.9709163043,400,36941.0989836861
407,Business 407,Government,Finance,7852673.931256735,793,33430.775622889174
408,Business 408,Manufacturer,Manufacturing,965407.4856010029,270,39845.578919978354
409,Business 409,Manufacturer,Manufacturing,1904570.5708347089,98,70901.7603104251
410,Business 410,Manufacturer,Manufacturing,4048901.8242434235,839,13627.846891027955
411,Business 411,Manufacturer,Healthcare,1444178.5905031664,944,59702.62961511864
412,Business 412,Service Provider,Technology,5313597.540883632,786,26877.312854517295
413,Business 413,Retailer,Technology,1591641.7578431286,591,75042.73141091669
414,Business 414,Service Provider,Technology,7036948.785302368,223,29755.431809775877
415,Business 415,Distributor,Retail,8641485.370720206,25,86179.32548124359
416,Business 416,Government,Technology,5606191.012642624,102,24695.967590207336
417,Business 417,Service Provider,Manufacturing,3320382.0185151403,225,52747.57612352719
418,Business 418,Retailer,Healthcare,4919213.278890816,680,18235.13463458704
419,Business 419,Distributor,Retail,603382.8760074708,719,64662.49270072725
420,Business 420,Government,Technology,2872544.568232594,389,16648.6443542411
421,Business 421,Service Provider,Technology,9185603.638164526,300,74131.22052982869
422,Business 422,Manufacturer,Manufacturing,2184004.0005195183,418,56888.33360619751
423,Business 423,Manufacturer,Finance,8133958.469640425,917,40807.65178717606
424,Business 424,Service Provider,Healthcare,3961382.4464305383,76,40317.43988823848
425,Business 425,Service Provider,Manufacturing,7607547.007059324,847,80583.79870008586
426,Business 426,Retailer,Manufacturing,2879390.4116223953,298,16622.014898367976
427,Business 427,Manufacturer,Retail,5357898.315865794,845,59543.052420910186
428,Business 428,Service Provider,Healthcare,3481320.5950637055,665,33530.05609149437
429,Business 429,Manufacturer,Technology,8834241.296558911,605,30171.922645918585
430,Business 430,Retailer,Manufacturing,3107525.543016321,126,15708.787995101784
431,Business 431,Manufacturer,Retail,1301178.7895396787,942,62064.91641046684
432,Business 432,Distributor,Manufacturing,6345055.826104311,864,72622.64117673592
433,Business 433,Distributor,Finance,4807187.808301445,97,98700.30062507594
434,Business 434,Retailer,Healthcare,1675293.98012041,389,39275.550847280756
435,Business 435,Government,Manufacturing,2916386.536926438,411,25373.883661834778
436,Business 436,Service Provider,Retail,4778237.662032141,751,41487.72004852405
437,Business 437,Service Provider,Healthcare,2271554.3204171695,549,79212.73162915361
438,Business 438,Retailer,Technology,1722410.2052836046,330,41262.14599471261
439,Business 439,Manufacturer,Healthcare,5648782.479493983,940,93080.79104366372
440,Business 440,Government,Finance,2988406.0319542475,268,91245.73193799189
441,Business 441,Manufacturer,Retail,7485228.838487201,629,49428.238179833366
442,Business 442,Service Provider,Healthcare,8015429.852414901,303,15627.865825195931
443,Business 443,Distributor,Technology,6276902.651699345,453,82204.99127301383
444,Business 444,Manufacturer,Manufacturing,4442068.920647469,688,45924.311974272976
445,Business 445,Service Provider,Retail,2002541.8893915657,296,94596.22617922311
446,Business 446,Service Provider,Healthcare,7717777.166766704,708,98728.62140397521
447,Business 447,Manufacturer,Technology,5565029.718306838,193,26458.538081509505
448,Business 448,Manufacturer,Finance,3706154.797199396,311,17383.656394093636
449,Business 449,Distributor,Technology,8019884.082850579,910,47712.43542891811
450,Business 450,Manufacturer,Healthcare,262648.6586926981,830,95398.65649688873
451,Business 451,Retailer,Technology,6020126.1210647505,468,41152.75231464626
452,Business 452,Distributor,Retail,4225488.156021831,292,56592.85341572416
453,Business 453,Service Provider,Manufacturing,4681869.873528671,390,80200.23454776466
454,Business 454,Service Provider,Finance,5645314.741519391,455,15277.42387675945
455,Business 455,Distributor,Manufacturing,5713014.858969126,351,37370.63629801429
456,Business 456,Distributor,Finance,3508558.180207883,296,36962.995585277764
457,Business 457,Government,Finance,2530721.0212383256,977,19706.63271067686
458,Business 458,Retailer,Manufacturing,9094883.480342975,639,50894.275478385345
459,Business 459,Retailer,Healthcare,9075913.856723305,940,16335.280622483926
460,Business 460,Service Provider,Retail,2537361.7844677325,936,31881.943983215708
461,Business 461,Manufacturer,Healthcare,3359793.761640286,358,86839.53303602981
462,Business 462,Distributor,Technology,8324046.366460895,793,75514.68351923383
463,Business 463,Manufacturer,Manufacturing,5565072.638627169,846,91053.05887213114
464,Business 464,Service Provider,Finance,2084639.46928202,378,47837.767517931316
465,Business 465,Government,Healthcare,2915290.1945842197,874,55069.18517837481
466,Business 466,Retailer,Healthcare,8570720.091900501,207,96081.84956343332
467,Business 467,Service Provider,Retail,4596566.545467817,561,35093.35760351679
468,Business 468,Distributor,Retail,9219858.268255787,63,29745.709930220808
469,Business 469,Distributor,Healthcare,8715622.722019369,873,41287.134296826
470,Business 470,Manufacturer,Retail,4325998.889312444,472,19159.91912732793
471,Business 471,Service Provider,Healthcare,5018290.498307913,970,82545.42280089272
472,Business 472,Retailer,Healthcare,9797338.06154093,264,15844.882361495096
473,Business 473,Service Provider,Manufacturing,8803427.322883988,342,50818.803006064176
474,Business 474,Service Provider,Healthcare,4074631.230094118,428,35645.91059223316
475,Business 475,Manufacturer,Healthcare,880959.5247656469,665,68015.063553129
476,Business 476,Service Provider,Manufacturing,6126139.802594888,354,74335.15249759806
477,Business 477,Distributor,Healthcare,7747648.164437715,867,86654.05207468654
478,Business 478,Service Provider,Manufacturing,7797483.478000129,874,24152.939241380947
479,Business 479,Retailer,Manufacturing,5148276.348433235,261,56541.62098261853
480,Business 480,Manufacturer,Manufacturing,5945041.583414625,445,55764.34468355845
481,Business 481,Service Provider,Manufacturing,8020480.97520005,44,91954.34509948286
482,Business 482,Retailer,Manufacturing,582013.5777156798,194,57390.964149191925
483,Business 483,Distributor,Technology,1165323.8594773966,358,64896.77887669729
484,Business 484,Service Provider,Retail,536592.2376358347,274,16534.122165726374
485,Business 485,Retailer,Technology,625405.5350527931,721,89387.88392002173
486,Business 486,Service Provider,Retail,1654691.9211966747,811,40293.841280076536
487,Business 487,Government,Retail,7268050.005766855,637,58984.480759761704
488,Business 488,Service Provider,Finance,8457915.962459462,771,91854.86246672539
489,Business 489,Retailer,Healthcare,8543706.699202958,964,82959.2450140054
490,Business 490,Government,Technology,8141835.454239423,725,88178.8355627344
491,Business 491,Service Provider,Finance,5579252.366957402,746,22404.624834375674
492,Business 492,Retailer,Healthcare,3266191.805166954,382,35753.131043292015
493,Business 493,Manufacturer,Manufacturing,7883696.654870984,949,56338.33403664075
494,Business 494,Government,Manufacturing,1194069.2410109378,15,79081.73799021251
495,Business 495,Distributor,Finance,3155912.9625434075,614,53933.43664929078
496,Business 496,Manufacturer,Technology,6495459.461403714,699,29321.071108948006
497,Business 497,Service Provider,Finance,6437954.078642592,930,73647.29750571371
498,Business 498,Distributor,Manufacturing,2127186.894372383,153,96947.32303060175
499,Business 499,Distributor,Healthcare,7706102.727799249,636,32316.10169046783
500,Business 500,Retailer,Retail,1948975.4540976628,612,94764.39761705179
501,Business 501,Government,Technology,3032790.6984641803,209,29162.740683688688
502,Business 502,Government,Finance,1657094.0828952307,963,63888.906928063036
503,Business 503,Retailer,Healthcare,2271793.790793283,163,12194.448797512248
504,Business 504,Manufacturer,Technology,3316754.035725798,743,70939.43327335984
505,Business 505,Retailer,Technology,7978465.573319929,583,60624.93762941236
506,Business 506,Distributor,Manufacturing,7650505.461482002,712,65483.70562413014
507,Business 507,Retailer,Technology,9684679.514691018,228,29038.84840566003
508,Business 508,Service Provider,Finance,9775935.905429535,779,84583.83725638872
509,Business 509,Distributor,Manufacturing,4176391.3817035807,973,82682.61254553158
510,Business 510,Retailer,Retail,1037410.0420036978,964,36740.062607550164
511,Business 511,Manufacturer,Healthcare,5499359.592423664,63,30230.204314711926
512,Business 512,Government,Technology,7005687.826353232,916,68064.28498561482
513,Business 513,Retailer,Healthcare,9724194.032901352,542,94961.55212247987
514,Business 514,Government,Technology,4822051.307881387,828,53226.231756558496
515,Business 515,Service Provider,Technology,2911896.36338682,715,53416.14236715452
516,Business 516,Retailer,Healthcare,1365323.6381729387,518,54554.22290526564
517,Business 517,Manufacturer,Finance,1226788.6419644568,785,25856.288322001295
518,Business 518,Government,Retail,6133987.308944397,454,44507.70011981403
519,Business 519,Service Provider,Healthcare,4984350.222754707,359,34072.60895713138
520,Business 520,Service Provider,Retail,4442368.539391716,938,97897.2766576295
521,Business 521,Government,Finance,4596797.2544932235,748,25698.089067189467
522,Business 522,Retailer,Technology,8365636.89971506,734,59887.88918976467
523,Business 523,Government,Finance,715315.4309668365,74,13946.045108728735
524,Business 524,Retailer,Manufacturing,7270578.788715292,478,61927.49002853759
525,Business 525,Distributor,Finance,6251759.108229422,798,27290.981093283215
526,Business 526,Retailer,Manufacturing,2750389.9361122116,131,76052.94610551496
527,Business 527,Retailer,Technology,9178554.1477373,389,50268.77008120244
528,Business 528,Service Provider,Retail,7318297.667003865,960,32400.280216364376
529,Business 529,Service Provider,Healthcare,6763580.41741115,592,99107.9608205458
530,Business 530,Retailer,Manufacturing,4311151.625026317,79,96387.79055919131
531,Business 531,Service Provider,Healthcare,798311.8645486385,748,79644.45209475323
532,Business 532,Retailer,Finance,5624213.93976578,773,71882.08547694635
533,Business 533,Manufacturer,Healthcare,8428396.564582236,152,13977.374842509877
534,Business 534,Service Provider,Technology,8847955.936314069,875,79777.85256343865
535,Business 535,Service Provider,Manufacturing,478630.12665148836,741,48067.9744287434
536,Business 536,Service Provider,Technology,7398254.862353374,401,20098.151816559002
537,Business 537,Government,Manufacturing,9247473.063837044,584,77498.82647492575
538,Business 538,Retailer,Finance,2012352.483091762,559,23889.808968769456
539,Business 539,Government,Healthcare,7418660.601296957,785,17814.90546681254
540,Business 540,Government,Healthcare,7747234.520367431,820,67925.07716209252
541,Business 541,Manufacturer,Finance,2246896.8241878324,529,73595.57456588541
542,Business 542,Service Provider,Manufacturing,4084888.7447322574,670,92413.78502003216
543,Business 543,Manufacturer,Finance,1121115.7752772332,915,38817.76492603673
544,Business 544,Service Provider,Finance,4294579.0781078795,903,14769.516537824331
545,Business 545,Manufacturer,Technology,4916082.339748033,391,49910.13682520811
546,Business 546,Retailer,Retail,5767544.325138817,607,36672.58833060706
547,Business 547,Service Provider,Technology,5899619.36854251,931,35323.28867015781
548,Business 548,Manufacturer,Retail,1066963.4160807808,835,34713.45705732002
549,Business 549,Retailer,Finance,7365051.445230506,982,17369.75094131331
550,Business 550,Retailer,Manufacturing,8882421.160737919,888,11923.36366032828
551,Business 551,Service Provider,Technology,5128876.179773363,673,88213.00805721464
552,Business 552,Government,Healthcare,5354804.7231604215,357,73091.89789312652
553,Business 553,Distributor,Retail,9873274.517379513,444,43717.06021119943
554,Business 554,Government,Healthcare,7413715.718279514,997,30230.44862565659
555,Business 555,Distributor,Technology,3000507.677781471,800,16113.511266843401
556,Business 556,Government,Finance,2839268.7578447848,919,19920.049207955723
557,Business 557,Manufacturer,Retail,1753832.527814207,580,63702.98485028841
558,Business 558,Retailer,Manufacturing,5089813.636291781,894,74990.39495461484
559,Business 559,Retailer,Finance,5934674.533539444,476,79754.57470389361
560,Business 560,Retailer,Manufacturing,2469786.313743511,894,94157.8775258226
561,Business 561,Distributor,Manufacturing,3362780.456749202,286,19196.059969665264
562,Business 562,Government,Technology,3716064.1382696023,205,35753.98536568369
563,Business 563,Government,Manufacturing,5859399.899533131,128,87396.27539660184
564,Business 564,Government,Retail,6210927.384205449,665,44991.13128722637
565,Business 565,Government,Retail,9572542.80839521,776,17208.860541203983
566,Business 566,Service Provider,Technology,7903695.943684086,145,74161.17794462736
567,Business 567,Government,Finance,1493884.4440715862,844,93337.2411514827
568,Business 568,Service Provider,Retail,5139820.813773688,353,11747.572130855566
569,Business 569,Manufacturer,Technology,1646874.0605587095,442,78077.94637578356
570,Business 570,Manufacturer,Healthcare,8388279.827488571,437,51857.65984123132
571,Business 571,Retailer,Healthcare,4349775.023673301,67,29340.163321612457
572,Business 572,Distributor,Technology,2099080.3437194005,600,99522.11401073041
573,Business 573,Manufacturer,Retail,7226216.165538614,332,33966.42649738851
574,Business 574,Distributor,Retail,8413563.463764682,78,94744.71309546266
575,Business 575,Manufacturer,Finance,5038312.899727043,532,94404.24854534345
576,Business 576,Service Provider,Technology,8982451.149344519,902,96200.32071075696
577,Business 577,Government,Technology,765273.9260982652,475,49719.38381864899
578,Business 578,Retailer,Healthcare,282988.2436655838,300,14556.373677402542
579,Business 579,Retailer,Finance,6148882.755160571,162,69891.10921951434
580,Business 580,Retailer,Finance,4178082.5009296522,625,21336.32052439869
581,Business 581,Distributor,Healthcare,1710690.4212390569,593,93984.03229622498
582,Business 582,Government,Technology,1469616.9330049513,607,30344.237671776755
583,Business 583,Retailer,Finance,7277294.202723918,867,76253.93025030491
584,Business 584,Manufacturer,Healthcare,9206908.312603213,535,66470.9280764329
585,Business 585,Distributor,Manufacturing,3525116.3775307555,386,26848.956570946946
586,Business 586,Retailer,Retail,9430392.970646072,886,23318.188066270526
587,Business 587,Service Provider,Technology,3845268.3292226475,124,75764.0496443103
588,Business 588,Distributor,Technology,4626442.776789842,137,70958.25824465498
589,Business 589,Retailer,Technology,1394842.0173619334,735,93516.3027222604
590,Business 590,Government,Manufacturing,6450409.388095693,608,44253.3098281722
591,Business 591,Government,Technology,8138097.2495518895,787,50038.29331549284
592,Business 592,Government,Technology,2359758.0041970904,505,36268.10869300348
593,Business 593,Manufacturer,Finance,405635.31788306107,545,80328.8469702295
594,Business 594,Retailer,Manufacturing,6094211.135305665,803,51544.858919359016
595,Business 595,Government,Technology,229818.41035497675,928,68076.172996285
596,Business 596,Government,Technology,1350614.3398841855,648,32745.268837313877
597,Business 597,Government,Retail,1108852.1162544056,618,65474.63801866098
598,Business 598,Distributor,Manufacturing,3696124.7491742023,414,31281.72234370453
599,Business 599,Service Provider,Healthcare,2629986.0991022005,303,14327.93096247338
600,Business 600,Manufacturer,Retail,7311250.909043143,711,98429.83770999926
601,Business 601,Retailer,Healthcare,8360350.055176684,502,44257.10840782097
602,Business 602,Service Provider,Manufacturing,240895.92197122364,281,34147.89371162157
603,Business 603,Distributor,Manufacturing,1834806.825223789,944,97010.31707873479
604,Business 604,Retailer,Retail,735142.2895731045,669,22093.365313788647
605,Business 605,Distributor,Healthcare,5396647.002008355,714,51973.781603546646
606,Business 606,Service Provider,Manufacturing,131447.04809127803,485,47492.65821346229
607,Business 607,Service Provider,Finance,582513.5185661394,450,71264.37214533344
608,Business 608,Distributor,Technology,7459452.496716284,779,47840.52937044665
609,Business 609,Manufacturer,Retail,7511859.031807745,637,54807.49526434384
610,Business 610,Distributor,Manufacturing,8903586.487782983,665,56933.6529145007
611,Business 611,Distributor,Finance,5005329.113581733,20,88233.82045477681
612,Business 612,Government,Healthcare,5309293.8966384735,949,92120.43467215744
613,Business 613,Distributor,Finance,2607277.9019466536,204,88733.40393151727
614,Business 614,Service Provider,Healthcare,4777902.961879796,757,37284.64224872456
615,Business 615,Retailer,Healthcare,6059548.454737966,779,84896.9939234636
616,Business 616,Distributor,Healthcare,5919868.331446972,128,88846.51017133369
617,Business 617,Distributor,Finance,9309347.517034957,415,60012.17221642881
618,Business 618,Distributor,Healthcare,6359465.117370849,613,66138.10073106304
619,Business 619,Distributor,Finance,7005008.736751649,636,71751.63515473905
620,Business 620,Manufacturer,Finance,5938883.45063811,462,70931.17731677441
621,Business 621,Distributor,Retail,7657408.167404992,631,25050.93663864405
622,Business 622,Manufacturer,Manufacturing,7288713.832894535,789,27125.76064883185
623,Business 623,Retailer,Healthcare,4921330.962234378,56,26252.870845775087
624,Business 624,Service Provider,Retail,4084264.6625260343,350,56710.01069626631
625,Business 625,Government,Finance,2217210.7377147814,400,45556.60041177627
626,Business 626,Service Provider,Healthcare,1724276.7053512675,170,33729.33634768341
627,Business 627,Manufacturer,Technology,7194548.7483996395,559,52182.43057212029
628,Business 628,Retailer,Technology,721782.2039425132,11,44156.04452292538
629,Business 629,Distributor,Technology,973032.5844163174,219,27404.70240806318
630,Business 630,Service Provider,Manufacturing,5899538.918499421,806,83008.59520743212
631,Business 631,Retailer,Technology,8190489.36011168,404,31908.543576918884
632,Business 632,Retailer,Retail,8299822.09137607,906,31895.99849911974
633,Business 633,Manufacturer,Manufacturing,6132553.743612839,216,78455.39903319105
634,Business 634,Retailer,Technology,7441549.525349944,185,82109.25716995136
635,Business 635,Retailer,Finance,2105482.9827841287,764,63137.38024667624
636,Business 636,Government,Manufacturing,3256956.6845412343,843,76836.26003841133
637,Business 637,Manufacturer,Technology,4478643.830013818,415,89542.467291659
638,Business 638,Distributor,Finance,6370563.810375114,747,99003.2184285448
639,Business 639,Service Provider,Technology,4394698.536200044,182,49713.6853937789
640,Business 640,Retailer,Finance,5021922.36412143,295,16823.437933832844
641,Business 641,Government,Healthcare,6670068.932354108,943,32149.452345365535
642,Business 642,Retailer,Healthcare,2157077.232118913,418,46039.71798521306
643,Business 643,Distributor,Retail,7432121.199828716,529,18459.304473557597
644,Business 644,Manufacturer,Healthcare,5770664.964081948,872,54585.3676615274
645,Business 645,Distributor,Healthcare,9233006.67435567,561,39877.78224212355
646,Business 646,Government,Healthcare,7224372.025391388,959,78799.89301638199
647,Business 647,Distributor,Finance,4883994.353309926,715,65104.48398534722
648,Business 648,Service Provider,Finance,6526638.88257689,594,39202.733562246445
649,Business 649,Manufacturer,Finance,364302.11910097615,319,97126.20924746818
650,Business 650,Service Provider,Finance,816344.2427631677,501,54690.17798785489
651,Business 651,Service Provider,Technology,3798261.6206667605,955,22725.795668336617
652,Business 652,Retailer,Manufacturing,990007.4761146182,280,77343.78306433263
653,Business 653,Manufacturer,Healthcare,5694780.667328613,684,96105.09704958851
654,Business 654,Retailer,Finance,9094569.826515276,104,12090.723855993268
655,Business 655,Government,Technology,9316849.488495262,760,45860.06018518939
656,Business 656,Manufacturer,Retail,3922103.8565114965,807,25813.876026844984
657,Business 657,Distributor,Manufacturing,8835817.93198364,391,60702.66502064168
658,Business 658,Distributor,Retail,4061282.7238299698,782,39435.4703475905
659,Business 659,Service Provider,Technology,7396081.931330045,460,93501.58289541861
660,Business 660,Manufacturer,Technology,6297098.135620021,204,46099.79185468258
661,Business 661,Retailer,Finance,9647461.426284656,531,30702.18288606936
662,Business 662,Government,Finance,4758971.993111012,156,92452.19999239582
663,Business 663,Retailer,Finance,5545682.412161363,61,48303.91794794489
664,Business 664,Service Provider,Technology,3017192.722942273,106,39750.409382297796
665,Business 665,Government,Manufacturing,4955507.570354747,568,46082.92493126288
666,Business 666,Service Provider,Finance,577652.1491223186,758,79002.4849593131
667,Business 667,Retailer,Healthcare,3731811.1135399346,886,30797.936658216593
668,Business 668,Retailer,Retail,8192644.631333601,264,46458.230308764396
669,Business 669,Government,Manufacturing,1801769.476666422,838,83916.88410361462
670,Business 670,Retailer,Manufacturing,2801183.823958607,440,17777.87152968232
671,Business 671,Manufacturer,Finance,5878515.470230244,12,35938.19331663867
672,Business 672,Retailer,Healthcare,9242212.386251228,150,70047.89750929589
673,Business 673,Retailer,Retail,2983155.673530271,58,18589.48728356859
674,Business 674,Service Provider,Retail,1764042.2569028176,544,45690.935806147194
675,Business 675,Distributor,Healthcare,2791783.9458694034,757,67011.31247420213
676,Business 676,Retailer,Healthcare,6984379.374589818,849,91249.01701959487
677,Business 677,Retailer,Finance,5921941.090569109,654,41713.76964036814
678,Business 678,Manufacturer,Retail,4211405.43373314,914,58710.014588221384
679,Business 679,Service Provider,Finance,2351887.018474028,443,61987.7461642356
680,Business 680,Government,Manufacturing,9166620.469303032,740,79237.72482136701
681,Business 681,Manufacturer,Finance,4583699.79374923,491,63782.59250246282
682,Business 682,Service Provider,Technology,6412879.000253728,654,20116.990358534487
683,Business 683,Service Provider,Technology,6448347.357691292,440,77554.91384019477
684,Business 684,Government,Retail,5447253.209488377,908,45679.57388782356
685,Business 685,Government,Technology,5076600.589745728,723,11026.788167932737
686,Business 686,Government,Healthcare,1817360.6478233892,526,37872.95300998027
687,Business 687,Retailer,Finance,6807601.885678876,551,30536.40828637741
688,Business 688,Service Provider,Finance,3770674.453646863,253,78303.49187104266
689,Business 689,Distributor,Manufacturing,4907657.960080999,95,96880.33619468927
690,Business 690,Retailer,Manufacturing,4341778.972591066,178,54963.280751198305
691,Business 691,Service Provider,Technology,5122391.579587306,100,77960.3140666795
692,Business 692,Government,Finance,2150697.689123498,240,75080.47548247967
693,Business 693,Retailer,Manufacturing,2162732.428488116,876,22837.447959961522
694,Business 694,Manufacturer,Manufacturing,5240383.583688198,891,52717.23597506551
695,Business 695,Manufacturer,Healthcare,9865174.900041208,12,99410.72977286804
696,Business 696,Manufacturer,Manufacturing,6035041.076346962,889,14314.88776528466
697,Business 697,Distributor,Manufacturing,7879274.484335709,296,53183.43164012089
698,Business 698,Distributor,Finance,8884901.247040806,785,22123.610612743192
699,Business 699,Retailer,Healthcare,8620276.159122474,80,29327.60153749561
700,Business 700,Manufacturer,Technology,636977.8028064201,315,94136.99181244717
701,Business 701,Distributor,Manufacturing,4081524.6617171476,468,67673.2095681828
702,Business 702,Government,Retail,361295.0556210099,254,52695.29929695976
703,Business 703,Government,Manufacturing,4370746.729686664,966,83680.40728440604
704,Business 704,Manufacturer,Technology,8886158.968836773,374,89693.40499212372
705,Business 705,Distributor,Healthcare,8529945.423178833,524,24029.11139958087
706,Business 706,Government,Technology,1101923.5115880053,350,74558.71369829842
707,Business 707,Manufacturer,Healthcare,1473015.8210951157,19,55973.37846233501
708,Business 708,Distributor,Healthcare,582364.1560025652,667,22183.113225649235
709,Business 709,Distributor,Healthcare,8961398.444869883,583,46201.64663654707
710,Business 710,Distributor,Technology,8365324.32136941,648,14759.319732874399
711,Business 711,Service Provider,Manufacturing,4137047.930486187,442,57522.70495254633
712,Business 712,Distributor,Healthcare,7916234.346486343,559,16792.220291146004
713,Business 713,Government,Retail,6371036.051729243,968,69608.9972836156
714,Business 714,Retailer,Finance,4937588.861666947,104,56246.65302842304
715,Business 715,Government,Healthcare,7212640.55894006,156,66576.13194643357
716,Business 716,Service Provider,Healthcare,1021095.3843724434,306,35312.27966579102
717,Business 717,Manufacturer,Healthcare,7883356.9176742295,600,17577.647065320532
718,Business 718,Government,Technology,8216543.99631381,135,90989.7719681763
719,Business 719,Government,Retail,6495662.635460102,777,78579.64699503782
720,Business 720,Manufacturer,Healthcare,1467959.4454462703,286,67684.57334440961
721,Business 721,Manufacturer,Manufacturing,1791934.2548554782,483,16358.730059669775
722,Business 722,Manufacturer,Retail,3465877.2430034373,347,30286.904206495063
723,Business 723,Service Provider,Manufacturing,1527635.7635889475,345,43322.015364730585
724,Business 724,Retailer,Technology,7853674.773413472,967,20686.117384401354
725,Business 725,Government,Manufacturing,9031020.890275387,607,52590.187578568155
726,Business 726,Government,Retail,6178698.359258027,38,43275.628913548535
727,Business 727,Manufacturer,Retail,3920276.462475336,229,68797.62266925292
728,Business 728,Government,Retail,6649029.3077487955,606,96903.24118870785
729,Business 729,Retailer,Retail,2021828.320989002,357,56612.280720372844
730,Business 730,Distributor,Technology,7631733.835116523,149,59058.09028294654
731,Business 731,Distributor,Technology,8646217.850217177,503,77072.40077252143
732,Business 732,Retailer,Finance,2071646.7221150259,941,18019.573777693153
733,Business 733,Government,Healthcare,4654039.648472176,774,25909.56148278928
734,Business 734,Distributor,Healthcare,8200001.5468103,839,92076.37758217513
735,Business 735,Manufacturer,Retail,1001493.7697199811,382,39907.24858915032
736,Business 736,Service Provider,Manufacturing,5555645.962226162,540,55919.60583703743
737,Business 737,Retailer,Healthcare,9425676.415620584,571,89872.35270600862
738,Business 738,Government,Manufacturing,291708.2461419365,642,30303.200661603907
739,Business 739,Manufacturer,Technology,6927993.822426639,464,90524.23176031472
740,Business 740,Service Provider,Retail,5146862.447144611,756,19145.4921161004
741,Business 741,Manufacturer,Healthcare,9956292.92330354,406,62455.73686952056
742,Business 742,Government,Healthcare,1653843.0732416373,523,23922.411803817842
743,Business 743,Manufacturer,Healthcare,5975259.658377338,592,97691.18104147728
744,Business 744,Distributor,Manufacturing,7100993.7605012925,755,73456.9384017391
745,Business 745,Distributor,Technology,1639234.75812369,932,76534.27144885027
746,Business 746,Manufacturer,Finance,1273885.1036278892,121,52375.15564563357
747,Business 747,Government,Manufacturing,1070273.9873151644,62,86784.88011568834
748,Business 748,Government,Technology,9345833.796416976,350,73715.566565741
749,Business 749,Distributor,Manufacturing,5392073.897785912,737,96617.99521856484
750,Business 750,Service Provider,Manufacturing,3284061.642401752,814,39739.35560744594
751,Business 751,Government,Manufacturing,8340636.680126749,529,41380.76391867402
752,Business 752,Retailer,Manufacturing,2414045.894084419,275,96933.53348288953
753,Business 753,Service Provider,Technology,2582776.9127394133,941,44877.30335767297
754,Business 754,Retailer,Finance,5714069.940057312,159,69215.59540067564
755,Business 755,Distributor,Healthcare,4884440.393644385,611,27572.494146594232
756,Business 756,Distributor,Manufacturing,9464256.354266495,705,58120.94857898211
757,Business 757,Government,Manufacturing,7071212.11900426,170,73935.46941475727
758,Business 758,Retailer,Manufacturing,739482.8874442346,990,51517.140922707295
759,Business 759,Service Provider,Technology,5352919.558254529,742,69992.819630143
760,Business 760,Service Provider,Finance,8578551.1259813,108,90806.77638447609
761,Business 761,Distributor,Healthcare,6029337.78935542,420,24177.73847550083
762,Business 762,Retailer,Finance,6690073.515992682,305,88126.03258033715
763,Business 763,Retailer,Retail,6810353.104775612,381,96266.79276713455
764,Business 764,Service Provider,Finance,432319.55719128496,626,96947.80783076574
765,Business 765,Retailer,Technology,9844999.84465481,54,19678.422828231014
766,Business 766,Manufacturer,Technology,8288047.418844708,522,86789.8169023028
767,Business 767,Government,Retail,5819420.898144734,257,57112.16481793828
768,Business 768,Distributor,Finance,4317212.616869753,194,99493.93678612766
769,Business 769,Service Provider,Finance,7077469.441722988,189,89441.04158438287
770,Business 770,Retailer,Retail,6941101.91835272,702,12393.788217879455
771,Business 771,Government,Technology,4825737.664670932,906,92225.16683141467
772,Business 772,Retailer,Manufacturing,7560366.5982063925,639,30000.71166541284
773,Business 773,Manufacturer,Manufacturing,398633.8523162879,382,13929.603937092157
774,Business 774,Service Provider,Healthcare,2848146.5708260317,55,35445.81375095673
775,Business 775,Retailer,Technology,7923059.39014328,595,92827.68903174919
776,Business 776,Retailer,Finance,5068144.973308463,416,87073.60401956979
777,Business 777,Distributor,Manufacturing,3059347.773830663,285,60498.22893400551
778,Business 778,Distributor,Manufacturing,7163641.176651216,45,88099.84908648611
779,Business 779,Government,Retail,6641372.954698494,244,11886.025189879498
780,Business 780,Distributor,Finance,7390654.090498758,326,24178.58387554169
781,Business 781,Government,Manufacturing,289093.8115387088,562,39879.02358876306
782,Business 782,Manufacturer,Finance,6075933.229755428,254,15883.645324327057
783,Business 783,Distributor,Finance,9656749.488474973,144,27875.734347339694
784,Business 784,Retailer,Manufacturing,9199175.910118364,786,52987.65193185547
785,Business 785,Service Provider,Healthcare,9184223.627418797,878,43143.31931662959
