product_id,name,category,brand,price,min_order_quantity,bulk_discount,rating
1510,B2B Product 1510,Industrial Equipment,Brand_34,165.49678102830057,10,0.13266870786604623,3.8658001099016293
1511,B2B Product 1511,Raw Materials,Brand_24,3005.8434938118903,64,0.2419152024026981,3.3582305079842634
1512,B2B Product 1512,Raw Materials,Brand_46,3394.3827049871406,48,0.21064641289706654,3.160680877066694
1513,B2B Product 1513,Industrial Equipment,Brand_21,1361.1162891348527,59,0.09621482315948347,3.3290573053877646
1514,B2B Product 1514,IT Hardware,Brand_46,4529.235161586999,78,0.2437726466102031,4.512324523335955
1515,B2B Product 1515,Safety Equipment,Brand_12,1734.8954653175047,59,0.22667111486263963,4.890271332440964
1516,B2B Product 1516,Manufacturing Tools,Brand_44,4787.8565521905375,60,0.2945211272596107,4.707595276374234
1517,B2B Product 1517,Raw Materials,Brand_28,4202.049637648198,22,0.09528190967514609,4.810740560890523
1518,B2B Product 1518,Safety Equipment,Brand_39,3823.42230148017,37,0.2959731771448022,3.0266794647025677
1519,B2B Product 1519,Office Furniture,Brand_12,3057.776153627698,51,0.1414353907867174,4.971919382906055
1520,B2B Product 1520,Office Furniture,Brand_39,3795.2563728417103,74,0.08152112114490546,4.724679636627574
1521,B2B Product 1521,IT Hardware,Brand_15,3309.030470545066,34,0.13237572581461704,3.9079765629583707
1522,B2B Product 1522,Office Supplies,Brand_27,3730.6738278579082,81,0.20106820255936791,3.4693853542876094
1523,B2B Product 1523,Office Supplies,Brand_7,1404.5156319066587,23,0.18810325415887336,4.7527987498923405
1524,B2B Product 1524,IT Hardware,Brand_26,3950.534203234094,24,0.23125183151401163,3.505879250342659
1525,B2B Product 1525,IT Hardware,Brand_38,4536.4458317258,93,0.06289514346061938,4.278405567489437
1526,B2B Product 1526,Raw Materials,Brand_24,3308.3827426727444,15,0.1582054661030331,3.1187949550355727
1527,B2B Product 1527,IT Hardware,Brand_19,1009.8176264077938,82,0.2496437101603733,4.45880609062155
1528,B2B Product 1528,Office Furniture,Brand_36,1160.0778573931332,74,0.17053549330142848,3.62321793679154
1529,B2B Product 1529,IT Hardware,Brand_32,2365.7993189497543,44,0.2781655938118982,4.418852074155357
1530,B2B Product 1530,Raw Materials,Brand_47,2722.8907816739484,73,0.06130817315729366,3.112941187895583
1531,B2B Product 1531,Office Furniture,Brand_49,3660.197222283728,75,0.1816757209332973,3.4796103638452607
1532,B2B Product 1532,Office Supplies,Brand_31,3635.1683243902694,88,0.2507365326441399,4.12958084332229
1533,B2B Product 1533,Manufacturing Tools,Brand_6,342.9808483953226,24,0.10616328722839204,4.527931639975451
1534,B2B Product 1534,Safety Equipment,Brand_11,2888.1023052644287,99,0.16490500094487565,4.786978117410519
1535,B2B Product 1535,Safety Equipment,Brand_35,902.5934555390073,86,0.2772580157222591,3.9757957131684805
1536,B2B Product 1536,Raw Materials,Brand_39,3370.955183319412,14,0.26830468339982194,4.917521175691516
1537,B2B Product 1537,Office Furniture,Brand_2,1361.986479524083,42,0.24361348193741356,4.311966306629782
1538,B2B Product 1538,Office Supplies,Brand_35,2967.4724660550332,47,0.28481279368046414,3.5395853739867866
1539,B2B Product 1539,Industrial Equipment,Brand_25,2656.106632564207,48,0.07766184294990604,3.215906805584809
1540,B2B Product 1540,IT Hardware,Brand_9,538.6630293226954,81,0.2942682488275913,3.6335642199260274
1541,B2B Product 1541,Raw Materials,Brand_23,4372.965922918827,56,0.20470579745000717,4.585950237061265
1542,B2B Product 1542,Manufacturing Tools,Brand_38,1311.7181926758642,80,0.11836249716031284,4.026738812895492
1543,B2B Product 1543,IT Hardware,Brand_11,496.9340824973065,77,0.2919647568753138,4.907443362184549
1544,B2B Product 1544,Raw Materials,Brand_6,3775.610171816166,84,0.20718301818824003,4.44536812530662
1545,B2B Product 1545,IT Hardware,Brand_26,2251.342239635405,77,0.17878633921281673,3.616995561359844
1546,B2B Product 1546,Safety Equipment,Brand_23,4189.22052177383,99,0.09264308938153655,3.2621121615453865
1547,B2B Product 1547,Raw Materials,Brand_23,2566.3968252127997,76,0.13569672860459636,3.061143057721882
1548,B2B Product 1548,Industrial Equipment,Brand_1,220.46247303641425,53,0.23820734911772612,4.462280943316645
1549,B2B Product 1549,Raw Materials,Brand_40,4230.784009335455,25,0.16344237968949804,4.939703896886677
1550,B2B Product 1550,Manufacturing Tools,Brand_6,2534.1725654399897,64,0.18510087359685745,3.289208727525144
1551,B2B Product 1551,Raw Materials,Brand_43,4747.046860020237,73,0.19417908071820555,4.137527970986253
1552,B2B Product 1552,Raw Materials,Brand_3,4368.896432456856,87,0.18945880371782758,3.7990168575540197
1553,B2B Product 1553,Safety Equipment,Brand_3,216.73204013872476,32,0.07113962952883039,3.219147553923105
1554,B2B Product 1554,Office Supplies,Brand_8,2607.210358869001,73,0.12428062964704216,3.5221988012417604
1555,B2B Product 1555,IT Hardware,Brand_12,1986.2753350647956,23,0.17282837330263362,3.002912071697251
1556,B2B Product 1556,Industrial Equipment,Brand_21,853.8710912582864,61,0.18794983253208963,3.4810574397545277
1557,B2B Product 1557,Safety Equipment,Brand_39,357.57774908271784,18,0.12213374347833929,4.042523056267919
1558,B2B Product 1558,Industrial Equipment,Brand_17,2911.033235735547,52,0.12787415725614204,3.540939296328655
1559,B2B Product 1559,IT Hardware,Brand_24,1241.545611116616,9,0.05082797678425137,4.475467248263529
1560,B2B Product 1560,Office Supplies,Brand_19,2132.884551306672,87,0.21005432505503974,4.301940606119203
1561,B2B Product 1561,Safety Equipment,Brand_43,2765.251977696302,83,0.20050470996114617,4.355361145287063
1562,B2B Product 1562,Industrial Equipment,Brand_8,4689.949492044091,28,0.13484958979446432,3.378479404145655
1563,B2B Product 1563,Industrial Equipment,Brand_1,984.8145506557225,28,0.26512869888452906,4.030433898802034
1564,B2B Product 1564,Safety Equipment,Brand_38,2817.034163684799,88,0.14378295692009896,3.450649388288153
1565,B2B Product 1565,Raw Materials,Brand_10,2857.5960114236955,62,0.2794941014667222,4.4308493640165505
1566,B2B Product 1566,Industrial Equipment,Brand_8,2729.6063315328647,68,0.2435114807948342,3.4127700152805396
1567,B2B Product 1567,Safety Equipment,Brand_34,1466.9935922372458,2,0.14193588004472119,4.620690356440258
1568,B2B Product 1568,Office Supplies,Brand_42,3008.6387141948157,43,0.22261622961504268,3.3315247249494835
1569,B2B Product 1569,Safety Equipment,Brand_31,4954.17012233248,99,0.28722140410967206,4.363439703934908
1570,B2B Product 1570,IT Hardware,Brand_27,3878.1567324614325,68,0.088828911359483,3.3941573940894005
1571,B2B Product 1571,IT Hardware,Brand_35,2313.706452920565,28,0.2545805035645808,4.626908204573148
1572,B2B Product 1572,Safety Equipment,Brand_25,1680.701417979466,7,0.1705813447830271,4.589297110432714
1573,B2B Product 1573,IT Hardware,Brand_43,1463.5369227652595,61,0.086111911127683,4.519125215349563
1574,B2B Product 1574,Office Supplies,Brand_27,1247.2965454291514,65,0.07636570405170089,4.11756029210351
1575,B2B Product 1575,Safety Equipment,Brand_6,2952.376325162375,97,0.10048439643749289,3.3024457995863488
1576,B2B Product 1576,Industrial Equipment,Brand_11,3383.0149909478405,76,0.16490164345820424,3.75348391745033
1577,B2B Product 1577,Office Supplies,Brand_45,2013.7989826167368,4,0.17683741514835094,3.6806616972921398
1578,B2B Product 1578,Industrial Equipment,Brand_12,1630.9487137357344,17,0.2769483503900135,4.984663729315191
1579,B2B Product 1579,Manufacturing Tools,Brand_43,432.1761263312325,55,0.19445128888455915,3.739905872083303
1580,B2B Product 1580,Manufacturing Tools,Brand_5,4151.581553221418,45,0.27318718403226205,3.6391457040709216
1581,B2B Product 1581,Office Supplies,Brand_23,341.14284018474365,63,0.14863824217161725,3.610159944131161
1582,B2B Product 1582,Safety Equipment,Brand_40,1111.5597428556387,23,0.07977618491984885,4.006352957935674
1583,B2B Product 1583,Raw Materials,Brand_2,3106.9433241793527,4,0.11346994281762841,4.690219059885999
1584,B2B Product 1584,Raw Materials,Brand_34,2659.860739289173,37,0.16243896072377573,3.9156688689805335
1585,B2B Product 1585,Manufacturing Tools,Brand_1,996.6332587370013,88,0.22740143880750924,3.200213866558253
1586,B2B Product 1586,Raw Materials,Brand_34,652.544263151593,58,0.22190309273455344,3.910514257315854
1587,B2B Product 1587,Safety Equipment,Brand_48,1672.4328988208408,81,0.29478542450116774,4.1407360544693566
1588,B2B Product 1588,Office Furniture,Brand_46,587.3815164259314,54,0.26611763315089015,3.4609652099182258
1589,B2B Product 1589,Office Supplies,Brand_17,1464.9161735331486,26,0.08839137251062403,4.561402484547366
1590,B2B Product 1590,Industrial Equipment,Brand_33,1922.6602568632832,3,0.2197113135211678,3.4177229935138094
1591,B2B Product 1591,Office Supplies,Brand_6,721.3969772074873,95,0.27487590700275855,3.401912701246954
1592,B2B Product 1592,Manufacturing Tools,Brand_17,4315.199701819639,84,0.22282406767835483,3.6950438280889735
1593,B2B Product 1593,Industrial Equipment,Brand_38,1461.8902455945254,47,0.21155315110948225,4.92136880793005
1594,B2B Product 1594,Raw Materials,Brand_18,4527.4675069060995,60,0.15430426066489694,4.7908866142924875
1595,B2B Product 1595,Industrial Equipment,Brand_23,80.5964146987474,96,0.26034054868558737,3.828375173485021
1596,B2B Product 1596,IT Hardware,Brand_23,934.5152726341294,48,0.2195206249805715,4.4732028339288545
1597,B2B Product 1597,Office Supplies,Brand_41,3483.0159334596856,51,0.09570339660036224,3.5469181778925867
1598,B2B Product 1598,Office Furniture,Brand_18,2266.155574485015,21,0.13061614098301028,4.31743890448407
1599,B2B Product 1599,Safety Equipment,Brand_23,2238.7814394616753,20,0.18616885610629574,3.9871397052351787
1600,B2B Product 1600,Office Furniture,Brand_33,1185.211340680501,18,0.22369715154669217,3.795646667974718
1601,B2B Product 1601,Safety Equipment,Brand_20,4616.231177301893,84,0.1447707057930876,3.150839101817045
1602,B2B Product 1602,Office Furniture,Brand_33,2252.9049003986634,2,0.21477015129809957,3.1520192445690354
1603,B2B Product 1603,Manufacturing Tools,Brand_36,3373.603823093005,39,0.2280864201617352,4.591147575444263
1604,B2B Product 1604,Office Furniture,Brand_8,1024.7963726553398,44,0.29739454644583885,4.46861751901416
1605,B2B Product 1605,Safety Equipment,Brand_10,3979.4948681405826,64,0.22309155904582362,3.8107417358479614
1606,B2B Product 1606,Raw Materials,Brand_29,3074.357567214032,8,0.2940588904074856,3.110417542734591
1607,B2B Product 1607,Manufacturing Tools,Brand_30,692.3928496699376,41,0.25263623085627784,3.0341890808023324
1608,B2B Product 1608,Office Furniture,Brand_48,1578.4260728462357,53,0.164179632718977,4.585867097517916
1609,B2B Product 1609,Office Furniture,Brand_5,590.2591117970117,27,0.15751150366461714,3.514870076353896
1610,B2B Product 1610,IT Hardware,Brand_37,2054.488982185143,64,0.06449887590682528,4.16408603820434
1611,B2B Product 1611,Office Furniture,Brand_18,145.96649831378068,4,0.20039759111857852,3.7887467480647152
1612,B2B Product 1612,Industrial Equipment,Brand_22,309.3429010632374,15,0.12270866363192652,3.2297572414104803
1613,B2B Product 1613,Safety Equipment,Brand_15,4210.661787039668,3,0.24933071789684702,4.926015138181587
1614,B2B Product 1614,Industrial Equipment,Brand_40,2499.979127179916,80,0.06994236821705731,4.114903536650665
1615,B2B Product 1615,IT Hardware,Brand_44,830.3267437952886,81,0.07181963333190576,3.8162825844823858
1616,B2B Product 1616,Safety Equipment,Brand_28,4563.712178877321,13,0.17249020881152943,3.875660351237333
1617,B2B Product 1617,Safety Equipment,Brand_46,3825.294969563948,81,0.28104073039149274,4.7620145066424975
1618,B2B Product 1618,Industrial Equipment,Brand_27,1262.1390140547298,93,0.17524402748646634,3.1104426765976227
1619,B2B Product 1619,Office Furniture,Brand_21,99.61822173867219,75,0.07595404132215079,4.1760699691223495
1620,B2B Product 1620,Industrial Equipment,Brand_42,3193.3990212856597,7,0.16713449469748148,4.381063261656472
1621,B2B Product 1621,Manufacturing Tools,Brand_15,2457.9459990686937,40,0.09669171839783645,3.7346874583304137
1622,B2B Product 1622,IT Hardware,Brand_20,931.9287975988593,96,0.19042064831472805,3.89549097090347
1623,B2B Product 1623,Manufacturing Tools,Brand_17,1958.4273518331543,64,0.2308036054837011,4.289618155793068
1624,B2B Product 1624,Raw Materials,Brand_12,1589.5488542757291,89,0.07795064680508633,4.583695393183621
1625,B2B Product 1625,Manufacturing Tools,Brand_6,1393.9841370778418,35,0.17264332926315268,3.174688267913912
1626,B2B Product 1626,Raw Materials,Brand_21,2537.98807709903,10,0.07274007112538962,3.2210096591738697
1627,B2B Product 1627,Industrial Equipment,Brand_24,3073.9291934706257,15,0.133247067957332,3.470177162781935
1628,B2B Product 1628,Office Supplies,Brand_31,1483.8695932441103,18,0.1766724749811734,3.1599876996751624
1629,B2B Product 1629,Safety Equipment,Brand_14,4728.117022040043,89,0.06653709027789052,4.870429013143097
1630,B2B Product 1630,Office Supplies,Brand_26,4966.255568424962,44,0.05788358397454661,4.7202135640062854
1631,B2B Product 1631,Raw Materials,Brand_28,3956.066834651761,56,0.1119168444412325,4.251610217119157
1632,B2B Product 1632,Safety Equipment,Brand_9,2378.663718290521,98,0.052994677991670805,4.874605544794385
1633,B2B Product 1633,Office Furniture,Brand_12,3467.9564285559504,55,0.14787524085046544,4.823549994190813
1634,B2B Product 1634,Office Supplies,Brand_4,2479.3972687937057,73,0.14338778867344731,4.604113714805429
1635,B2B Product 1635,Manufacturing Tools,Brand_26,2608.168905802973,3,0.057923421687988766,3.707999928092029
1636,B2B Product 1636,Industrial Equipment,Brand_30,3974.319743671569,49,0.23785144869765518,3.9676203328380986
1637,B2B Product 1637,IT Hardware,Brand_20,2169.858881829289,18,0.1468466028826506,3.233093908943859
1638,B2B Product 1638,Raw Materials,Brand_16,1954.5601112499558,39,0.1677986722861738,3.060551364684444
1639,B2B Product 1639,Manufacturing Tools,Brand_33,117.4392629967395,76,0.1475544534652451,4.58966400855384
1640,B2B Product 1640,IT Hardware,Brand_1,2694.7273579648763,43,0.27716788096486633,3.798662866079994
1641,B2B Product 1641,Office Furniture,Brand_48,2741.3150896706043,89,0.2788864233540271,3.9359807083581426
1642,B2B Product 1642,IT Hardware,Brand_18,1823.6078372513664,98,0.27070062440815024,3.9547116486426654
1643,B2B Product 1643,Office Supplies,Brand_8,3367.2677920592937,83,0.22821522595475097,4.395730554288125
1644,B2B Product 1644,IT Hardware,Brand_3,3048.4946770171086,38,0.2528139838369472,3.7999885929207498
1645,B2B Product 1645,Industrial Equipment,Brand_1,1080.0292358373877,80,0.0661446971149705,3.0270893655860887
1646,B2B Product 1646,Office Furniture,Brand_26,2455.6615655415085,46,0.12805090972214678,4.7302849310430135
1647,B2B Product 1647,Safety Equipment,Brand_43,1355.416209922909,91,0.19664920547681525,3.4293813944955467
1648,B2B Product 1648,Safety Equipment,Brand_21,3422.82100566203,38,0.15947757896759196,4.842575202846838
1649,B2B Product 1649,Safety Equipment,Brand_24,2835.335574156023,51,0.2936952855095219,3.8914090110332893
1650,B2B Product 1650,Raw Materials,Brand_8,4832.793854391107,48,0.062336978468389634,4.605378591034644
1651,B2B Product 1651,Office Furniture,Brand_6,3346.03650911257,31,0.05441933778635692,4.573300737259077
1652,B2B Product 1652,Office Supplies,Brand_36,4912.726502307581,77,0.2648205013293389,4.368782412060366
1653,B2B Product 1653,Manufacturing Tools,Brand_16,2834.7867450644994,91,0.18946483823583987,3.887985016915545
1654,B2B Product 1654,Office Furniture,Brand_27,3559.166049588706,37,0.1393868013970206,4.14165888180925
1655,B2B Product 1655,Manufacturing Tools,Brand_6,2375.359477062394,71,0.2657100282733195,4.316533526906511
1656,B2B Product 1656,Office Supplies,Brand_32,3829.859747510957,68,0.20241639592763205,3.2847960755231203
1657,B2B Product 1657,IT Hardware,Brand_29,2707.2137404676578,55,0.1679235041918017,4.773061786547001
1658,B2B Product 1658,Industrial Equipment,Brand_31,4751.161250958327,79,0.13575963406554037,3.5408671914638328
1659,B2B Product 1659,Office Supplies,Brand_9,4592.661341632805,52,0.051999400421906886,3.869257163121909
1660,B2B Product 1660,Raw Materials,Brand_19,1659.602213785667,37,0.16261393469185054,4.622397353413226
1661,B2B Product 1661,Office Supplies,Brand_20,4515.872262708245,75,0.2879480645278497,4.150275202070885
1662,B2B Product 1662,Raw Materials,Brand_23,1863.0635734488524,63,0.2847772471527925,3.366159513167852
1663,B2B Product 1663,Raw Materials,Brand_44,4278.295386997525,15,0.28730325951736274,4.255474753947048
1664,B2B Product 1664,Safety Equipment,Brand_49,4862.2857906060835,22,0.29652913177897,4.631240708498952
1665,B2B Product 1665,Manufacturing Tools,Brand_38,1585.904703388522,99,0.26632843264330625,4.9708114751415415
1666,B2B Product 1666,Office Supplies,Brand_19,2436.4300434301836,65,0.27410646302185854,4.133921361818384
1667,B2B Product 1667,Office Furniture,Brand_9,1269.5017161965015,46,0.10152017673362039,4.851267591852379
1668,B2B Product 1668,Office Furniture,Brand_7,4720.604731502958,10,0.23383689849176886,3.1025442152453784
1669,B2B Product 1669,Raw Materials,Brand_32,77.51827126888872,87,0.11198531456625856,4.226039211717291
1670,B2B Product 1670,Office Furniture,Brand_45,2635.829688588263,55,0.24649636329721503,3.9935306848720824
1671,B2B Product 1671,Manufacturing Tools,Brand_23,2549.255271526546,77,0.10622100945324252,3.9065294561391815
1672,B2B Product 1672,IT Hardware,Brand_12,2785.2373640525816,93,0.16269534365861799,4.992484490046708
1673,B2B Product 1673,Manufacturing Tools,Brand_10,3025.1993928594025,28,0.15964597099719996,3.8785685948954445
1674,B2B Product 1674,Safety Equipment,Brand_1,4917.725651685019,10,0.21255863511649803,4.565663000043843
1675,B2B Product 1675,Office Furniture,Brand_35,4173.235231232464,79,0.1413695554393491,4.170287545113423
1676,B2B Product 1676,Office Furniture,Brand_5,3325.5034334780344,95,0.23834457099072387,3.2038091045835184
1677,B2B Product 1677,Industrial Equipment,Brand_14,2989.040592431014,25,0.269265097786877,4.241577519668108
1678,B2B Product 1678,Industrial Equipment,Brand_13,3799.5955039039773,14,0.2560871636266778,3.5910098263842567
1679,B2B Product 1679,Industrial Equipment,Brand_35,1283.260076498676,43,0.1866817871163785,3.395351903917935
1680,B2B Product 1680,Manufacturing Tools,Brand_25,1224.188814827352,52,0.20320240080819463,4.532256285872214
1681,B2B Product 1681,Safety Equipment,Brand_22,4933.861880260082,71,0.13597449554038388,4.095124752444025
1682,B2B Product 1682,Office Furniture,Brand_26,4394.2511286775025,51,0.09360195833667746,3.5704439401947727
1683,B2B Product 1683,Safety Equipment,Brand_40,1179.608944354062,12,0.19458209896106032,4.760500562903214
1684,B2B Product 1684,Industrial Equipment,Brand_14,3639.0650101895562,99,0.1582580667222781,3.728306747833318
1685,B2B Product 1685,Manufacturing Tools,Brand_1,1780.650130000219,39,0.08424780306918357,3.328823488870402
1686,B2B Product 1686,IT Hardware,Brand_6,2069.081198471804,27,0.2018803979914366,4.657576247367573
1687,B2B Product 1687,Safety Equipment,Brand_10,4713.970914419874,89,0.2853902128364169,3.6743014044173297
1688,B2B Product 1688,Raw Materials,Brand_32,2218.922981529324,1,0.1911009174218798,3.3212527520298813
1689,B2B Product 1689,Manufacturing Tools,Brand_15,1083.0366346322346,64,0.05943960943945163,3.877638308826362
1690,B2B Product 1690,IT Hardware,Brand_32,3244.598412664915,99,0.06957633467846021,3.6982557834026872
1691,B2B Product 1691,Safety Equipment,Brand_30,1206.4532871947051,39,0.1177786911074536,3.765280774842479
1692,B2B Product 1692,Office Supplies,Brand_46,875.3963503911215,78,0.1547242949671393,4.841899659954479
1693,B2B Product 1693,Office Furniture,Brand_32,852.1757877716938,44,0.24396545664667352,4.239202932636754
1694,B2B Product 1694,Raw Materials,Brand_42,2309.536070993954,53,0.22626501582156344,4.27665129034175
1695,B2B Product 1695,Safety Equipment,Brand_23,4343.995215673795,6,0.2834275439371935,4.181892462612812
1696,B2B Product 1696,IT Hardware,Brand_46,4474.3485124024155,13,0.20325014583211254,4.284075637339795
1697,B2B Product 1697,IT Hardware,Brand_5,687.9889092682585,45,0.23178689027386978,4.141316374760264
1698,B2B Product 1698,Manufacturing Tools,Brand_31,1571.08994414995,37,0.1920059120379053,4.265534546060186
1699,B2B Product 1699,Safety Equipment,Brand_46,3878.149026706542,28,0.17630548794019635,4.769281272433201
1700,B2B Product 1700,Office Supplies,Brand_21,4698.696852650674,27,0.2377756059120989,4.448019520839304
1701,B2B Product 1701,IT Hardware,Brand_47,4628.952958155392,75,0.12462021893788884,4.988031373527967
1702,B2B Product 1702,Office Supplies,Brand_21,2508.972629084614,13,0.19532880513327366,4.518243180168213
1703,B2B Product 1703,IT Hardware,Brand_21,2392.937754366722,3,0.0879665003087755,3.9847627376952772
1704,B2B Product 1704,Raw Materials,Brand_22,3648.9879081837175,16,0.14148703554720682,3.18468247897163
1705,B2B Product 1705,Industrial Equipment,Brand_43,1070.3010675616777,83,0.20535006662257405,3.261318935693769
1706,B2B Product 1706,Raw Materials,Brand_39,2683.2926209296215,28,0.15414144941902386,3.198236562195907
1707,B2B Product 1707,IT Hardware,Brand_46,807.5691550217664,21,0.1247804589698578,4.775615209163231
1708,B2B Product 1708,Office Supplies,Brand_30,1613.853041479325,58,0.2281173527737363,4.010408268286206
1709,B2B Product 1709,Office Supplies,Brand_28,387.23778378567704,14,0.05037236532573776,4.343795569058541
1710,B2B Product 1710,Industrial Equipment,Brand_15,300.19535884824,38,0.11382918977220362,4.0450948217936205
1711,B2B Product 1711,Raw Materials,Brand_27,3741.2727201032553,61,0.24544514566486236,4.253392049191364
1712,B2B Product 1712,Industrial Equipment,Brand_47,430.39306041592357,42,0.14572326164280341,4.8681783308467095
1713,B2B Product 1713,Office Supplies,Brand_28,4698.888530233669,31,0.08506994103849895,4.023122091467353
1714,B2B Product 1714,Industrial Equipment,Brand_9,2377.0027280943946,66,0.21802534596553236,4.418951262710402
1715,B2B Product 1715,Office Furniture,Brand_22,2810.719802625979,28,0.08416723386325255,3.024699107625506
1716,B2B Product 1716,Safety Equipment,Brand_5,4399.2892419931595,14,0.07923848743675803,3.5753903927876425
1717,B2B Product 1717,Office Furniture,Brand_18,1798.996138454484,50,0.10931287717347367,3.323233207228526
1718,B2B Product 1718,Office Supplies,Brand_46,1654.381129525264,2,0.2692909106775021,4.9545339557992
1719,B2B Product 1719,Industrial Equipment,Brand_9,1882.570036112164,69,0.055550173519524085,3.969534779475944
1720,B2B Product 1720,Manufacturing Tools,Brand_7,1196.1515001461148,50,0.118990752028913,4.85474928794182
1721,B2B Product 1721,Office Furniture,Brand_32,1293.039365567529,67,0.07358509189447206,3.7683820984470207
1722,B2B Product 1722,Raw Materials,Brand_16,1324.3942780251582,42,0.2839041791474741,3.722190522857115
1723,B2B Product 1723,Office Furniture,Brand_43,545.8954394761927,96,0.2237694775323666,3.405932230649934
1724,B2B Product 1724,Office Furniture,Brand_32,2117.6459445478804,45,0.05976230061391931,4.174378976093567
1725,B2B Product 1725,Safety Equipment,Brand_33,3134.648150630017,83,0.15825268928829306,4.505881048354606
1726,B2B Product 1726,Safety Equipment,Brand_28,1433.4926415766338,89,0.21084684856741837,3.4443335326900546
1727,B2B Product 1727,Office Furniture,Brand_29,1309.6133196678722,74,0.20182981870813366,3.0596488918504745
1728,B2B Product 1728,Safety Equipment,Brand_32,1364.6902241298058,20,0.2662026598440639,3.427796831736048
1729,B2B Product 1729,Raw Materials,Brand_43,967.0860109777162,68,0.06460385983206467,4.19075195355069
1730,B2B Product 1730,Manufacturing Tools,Brand_7,3077.2187624920393,57,0.10678235485199038,3.3511970364096406
1731,B2B Product 1731,Safety Equipment,Brand_21,4729.554696067015,63,0.17634299636558215,3.7341796156780993
1732,B2B Product 1732,Manufacturing Tools,Brand_43,3004.4085235989887,71,0.2394045535455685,4.369621597774563
1733,B2B Product 1733,Office Supplies,Brand_17,2136.488730637901,74,0.18698909103192246,3.9289770939993875
1734,B2B Product 1734,Office Supplies,Brand_25,4038.9183546020868,67,0.2512841259295744,4.471455663132373
1735,B2B Product 1735,Manufacturing Tools,Brand_28,2343.706833301446,38,0.20410052067172446,3.3745826665332457
1736,B2B Product 1736,Office Supplies,Brand_5,2888.389043186875,97,0.08299096380333477,3.040017883342263
1737,B2B Product 1737,Safety Equipment,Brand_14,395.78471713168915,87,0.06598302471864594,4.0915771713709574
1738,B2B Product 1738,Raw Materials,Brand_20,4985.899536760301,49,0.17594855306103258,4.417170963892493
1739,B2B Product 1739,Manufacturing Tools,Brand_24,4333.091981523759,99,0.11051708159278954,4.276635530981169
1740,B2B Product 1740,Office Supplies,Brand_15,4597.366726681982,60,0.10495217334406536,4.344010380039938
1741,B2B Product 1741,Office Supplies,Brand_48,970.7959654795103,56,0.27742103455115985,3.6899067190345076
1742,B2B Product 1742,Office Furniture,Brand_43,4085.0549611750607,21,0.16205960445491246,4.121522782084814
1743,B2B Product 1743,Industrial Equipment,Brand_38,338.0702753240798,59,0.05476772697095535,4.84917425286664
1744,B2B Product 1744,Safety Equipment,Brand_2,3120.213497105292,91,0.07193156374530273,4.294518587029771
1745,B2B Product 1745,Raw Materials,Brand_22,659.3905375869859,20,0.20781716071133743,3.2358435655772833
1746,B2B Product 1746,Raw Materials,Brand_17,3896.5094455718768,11,0.29824232410966484,4.638445050498042
1747,B2B Product 1747,Industrial Equipment,Brand_22,711.1294752226892,7,0.22475711495587186,3.3878299781307297
1748,B2B Product 1748,Office Furniture,Brand_41,3518.0208881571175,16,0.1405897978824604,4.392368336918537
1749,B2B Product 1749,Safety Equipment,Brand_28,3572.186587517759,54,0.20793104572230275,4.750943910026852
1750,B2B Product 1750,Office Furniture,Brand_36,1875.6355909767026,85,0.19538319877713722,3.8722642755677072
1751,B2B Product 1751,Safety Equipment,Brand_24,2035.665391901067,82,0.13406670435802426,3.836153974814736
1752,B2B Product 1752,Raw Materials,Brand_2,784.5862946200589,19,0.15206765878558187,3.1973736893787033
1753,B2B Product 1753,IT Hardware,Brand_21,587.132256324415,47,0.29105484998117576,3.3971088081955054
1754,B2B Product 1754,Industrial Equipment,Brand_47,4471.2783610637,67,0.13237334529079092,4.915808295948898
1755,B2B Product 1755,Safety Equipment,Brand_18,869.3290807721513,60,0.19921935161012394,3.057989315782139
1756,B2B Product 1756,Office Furniture,Brand_14,390.7092273094858,24,0.06492324806479179,3.4452495426358496
1757,B2B Product 1757,IT Hardware,Brand_16,3888.0542567907887,51,0.21714892534025793,3.9100748164543173
1758,B2B Product 1758,Office Supplies,Brand_7,4022.1180365333057,70,0.10879188556934834,3.1356501563942256
1759,B2B Product 1759,Industrial Equipment,Brand_47,4324.272300588623,17,0.11961091400195646,3.6308624470077797
1760,B2B Product 1760,Office Furniture,Brand_10,1241.6922367282907,62,0.12139083900471768,4.791240769358183
1761,B2B Product 1761,Office Furniture,Brand_11,2846.7353545133524,95,0.10544752224883618,4.746198593718239
1762,B2B Product 1762,Raw Materials,Brand_8,1148.3936706943362,62,0.06570703387806083,3.371662290280606
1763,B2B Product 1763,Manufacturing Tools,Brand_16,3989.952947909144,44,0.07891501285610754,3.5069283334601553
1764,B2B Product 1764,Manufacturing Tools,Brand_48,4958.859303153016,32,0.16950653461089105,3.532518896911912
1765,B2B Product 1765,Office Furniture,Brand_47,3601.0936763570667,46,0.11346303679912341,3.103038759627198
1766,B2B Product 1766,Manufacturing Tools,Brand_20,2133.5800854423046,51,0.18843764363342053,3.618990195941094
1767,B2B Product 1767,Office Furniture,Brand_4,2053.6036698033204,12,0.1571711327546348,3.798562562976073
1768,B2B Product 1768,Manufacturing Tools,Brand_46,4083.505494227257,40,0.17526688457084283,3.3525745479322864
1769,B2B Product 1769,Manufacturing Tools,Brand_49,355.39264859343376,68,0.08081916177372293,3.3007641830008203
