transaction_id,user_id,product_id,quantity,unit_price,total_amount,transaction_date,payment_terms
5906,389,256,10,307.03844128280656,33219.99615320826,2023-09-04 01:00:00,Cash
5907,834,1409,53,2626.9686731566226,46836.25996138837,2023-09-04 02:00:00,Net 30
5908,1055,24,31,4261.078179304582,36308.54307263501,2023-09-04 03:00:00,Net 60
5909,335,1300,54,4819.335596156112,37350.14882553087,2023-09-04 04:00:00,Cash
5910,1101,4598,74,765.7535495910643,41607.25224472207,2023-09-04 05:00:00,Net 60
5911,1351,2173,89,2726.229834200244,27120.097318859298,2023-09-04 06:00:00,Credit
5912,1301,694,56,3014.2411473981547,23676.38738462104,2023-09-04 07:00:00,Net 30
5913,1158,3391,10,972.2802656744745,17020.602413288856,2023-09-04 08:00:00,Net 30
5914,1213,693,88,2507.848518624031,33449.8953498397,2023-09-04 09:00:00,Cash
5915,1635,1571,25,4127.709681607621,7264.702395222759,2023-09-04 10:00:00,Cash
5916,1197,1931,74,1900.8938588270562,43874.816971410706,2023-09-04 11:00:00,Cash
5917,230,246,91,3681.0918662912222,23149.516841934717,2023-09-04 12:00:00,Cash
5918,1813,731,14,4866.680891411843,43538.66538455673,2023-09-04 13:00:00,Net 30
5919,1334,3801,86,3485.481168616315,5934.792927428905,2023-09-04 14:00:00,Cash
5920,552,1932,17,521.7101894526427,33794.24194910304,2023-09-04 15:00:00,Credit
5921,761,3685,47,3415.396030652969,23850.73519026343,2023-09-04 16:00:00,Credit
5922,1261,1419,81,123.07844477420919,20843.966139552558,2023-09-04 17:00:00,Net 30
5923,1004,1239,36,3606.758928356234,5529.259255191438,2023-09-04 18:00:00,Credit
5924,1816,4835,11,2400.8238192128583,45243.54148925547,2023-09-04 19:00:00,Net 30
5925,927,4343,42,900.6786809270823,48257.17588372439,2023-09-04 20:00:00,Cash
5926,525,3222,84,2652.231177045104,22541.154943813184,2023-09-04 21:00:00,Cash
5927,1779,3015,54,4964.21302627526,15152.012434797936,2023-09-04 22:00:00,Cash
5928,1720,4688,40,3036.1952692590557,21338.327626811664,2023-09-04 23:00:00,Net 60
5929,1621,3482,44,3980.623618686792,41181.80192075522,2023-09-05 00:00:00,Net 30
5930,267,4837,75,3406.477499429116,42673.82002432242,2023-09-05 01:00:00,Net 60
5931,842,3517,95,1399.5323652174782,41513.36321887103,2023-09-05 02:00:00,Cash
5932,1609,3470,25,4043.5721878894597,9116.34819445621,2023-09-05 03:00:00,Credit
5933,1908,1783,75,4618.692045009024,39153.50264634265,2023-09-05 04:00:00,Credit
5934,1623,236,90,3501.376740145675,49213.11611839996,2023-09-05 05:00:00,Net 30
5935,1249,3236,1,2880.9988621400125,42449.21316991548,2023-09-05 06:00:00,Net 30
5936,1215,57,81,2090.8267719641567,25431.763323416188,2023-09-05 07:00:00,Net 60
5937,923,3458,35,1186.8182039517926,34249.944317962865,2023-09-05 08:00:00,Credit
5938,1299,1867,46,4066.834331288205,46953.49331018078,2023-09-05 09:00:00,Credit
5939,1231,4233,34,3841.940021193434,25460.60174239831,2023-09-05 10:00:00,Credit
5940,711,531,8,1872.337232051966,47647.943910356975,2023-09-05 11:00:00,Cash
5941,684,1548,19,1143.4824690097014,43469.77840425135,2023-09-05 12:00:00,Cash
5942,353,4205,8,3252.499371492597,36957.29707596373,2023-09-05 13:00:00,Net 60
5943,624,2856,51,4696.248084909303,49607.539991778234,2023-09-05 14:00:00,Cash
5944,1063,1880,53,1341.88371073431,10496.200996878983,2023-09-05 15:00:00,Net 60
5945,1735,194,38,857.9502266240133,25359.23198311619,2023-09-05 16:00:00,Cash
5946,1707,2009,8,3427.778704594988,22008.317788003733,2023-09-05 17:00:00,Net 30
5947,764,2111,33,2871.659726594299,42293.56494122932,2023-09-05 18:00:00,Cash
5948,1509,632,62,3805.7693616277134,21980.717431913414,2023-09-05 19:00:00,Credit
5949,710,2662,68,2888.1376048103552,43303.41157535479,2023-09-05 20:00:00,Net 30
5950,484,3584,49,3027.180779334437,17996.61351159894,2023-09-05 21:00:00,Cash
5951,1867,3804,90,2617.9749312756408,22734.86053689332,2023-09-05 22:00:00,Net 30
5952,989,3951,59,1434.239847719376,39882.74457356217,2023-09-05 23:00:00,Net 30
5953,1095,1063,48,2908.93199509766,43089.04228101088,2023-09-06 00:00:00,Cash
5954,1142,2924,17,4273.2095979289925,46068.940183086044,2023-09-06 01:00:00,Credit
5955,1326,2817,2,2431.2261104223985,922.8228822221758,2023-09-06 02:00:00,Net 30
5956,1336,4521,88,368.14237551880785,37781.45942723736,2023-09-06 03:00:00,Net 60
5957,1362,388,61,3317.443958291487,846.43550336455,2023-09-06 04:00:00,Net 30
5958,1833,1653,5,1447.6933296195702,32541.439008977573,2023-09-06 05:00:00,Credit
5959,817,4139,15,513.7689592149432,33136.18849722907,2023-09-06 06:00:00,Credit
5960,237,623,23,603.350132150076,36157.90219514541,2023-09-06 07:00:00,Cash
5961,1077,1843,27,2761.7346650134564,42811.595272566796,2023-09-06 08:00:00,Net 30
5962,1095,3219,52,3674.327694265128,14940.112545260741,2023-09-06 09:00:00,Cash
5963,1000,1513,22,1362.9918969456578,29546.819768816647,2023-09-06 10:00:00,Net 60
5964,306,3020,97,4834.029616580573,36908.92205899738,2023-09-06 11:00:00,Credit
5965,574,1285,63,2321.0130532187072,13704.917879112556,2023-09-06 12:00:00,Net 30
5966,1737,4797,60,2450.6664534479287,46917.968563772476,2023-09-06 13:00:00,Credit
5967,595,194,37,973.8731234042586,44367.58830082118,2023-09-06 14:00:00,Cash
5968,518,4935,60,4699.252818954883,5916.484298104948,2023-09-06 15:00:00,Net 60
5969,298,4396,38,3738.030321239339,41348.648382275394,2023-09-06 16:00:00,Cash
5970,1697,2889,50,1781.6874831359344,4918.941655230411,2023-09-06 17:00:00,Cash
5971,797,3289,60,2247.4402054983075,13394.556086958413,2023-09-06 18:00:00,Credit
5972,1763,4251,62,2350.9346236501156,18722.850199147117,2023-09-06 19:00:00,Net 30
5973,637,1216,91,2200.349843400905,38825.19354354321,2023-09-06 20:00:00,Net 30
5974,303,2569,65,2940.4225239430493,2308.928623702328,2023-09-06 21:00:00,Net 30
5975,1069,658,94,2597.832156404091,41498.36316429535,2023-09-06 22:00:00,Net 30
5976,1476,3964,17,1920.9357633392335,37904.61693522196,2023-09-06 23:00:00,Credit
5977,1890,4363,74,4381.225548891299,29259.6110021679,2023-09-07 00:00:00,Net 30
5978,379,395,1,96.32137403573819,19160.646608292707,2023-09-07 01:00:00,Net 60
5979,103,4077,27,1039.7942797241099,7974.41779939494,2023-09-07 02:00:00,Credit
5980,811,2652,67,843.1289896973375,12060.1572576626,2023-09-07 03:00:00,Net 30
5981,1018,4796,26,3125.631280419325,46676.924105532154,2023-09-07 04:00:00,Net 30
5982,712,689,57,2553.714036687409,30950.37561742712,2023-09-07 05:00:00,Net 30
5983,1425,3015,77,3105.070698115766,19560.653452792758,2023-09-07 06:00:00,Credit
5984,1831,1743,33,193.4607057156964,29551.15035983042,2023-09-07 07:00:00,Credit
5985,857,20,91,2714.9475849351566,35244.620998953425,2023-09-07 08:00:00,Net 30
5986,933,2954,78,1889.7150668655,8398.480145210218,2023-09-07 09:00:00,Credit
5987,1184,4839,54,3906.243784493816,15286.170912817926,2023-09-07 10:00:00,Cash
5988,937,3796,64,2761.6929806429616,23207.6814660457,2023-09-07 11:00:00,Cash
5989,815,2482,84,659.0546141891955,5461.533096404342,2023-09-07 12:00:00,Credit
5990,1841,3849,60,1185.58388943155,8712.578338345415,2023-09-07 13:00:00,Net 60
5991,1078,4616,29,1780.7097960960327,20218.5920111277,2023-09-07 14:00:00,Cash
5992,1724,3718,58,2637.529631361731,11441.890483078958,2023-09-07 15:00:00,Net 60
5993,1876,1134,21,3039.681831351806,10251.55558444669,2023-09-07 16:00:00,Cash
5994,1858,2225,56,2901.7392028801582,31673.671951743836,2023-09-07 17:00:00,Net 30
5995,1464,645,10,866.7508832845696,34366.091306856644,2023-09-07 18:00:00,Credit
5996,371,2918,88,3406.1453125211992,20110.604506288113,2023-09-07 19:00:00,Credit
5997,1006,2493,87,4656.842461146731,39874.021602765395,2023-09-07 20:00:00,Credit
5998,1184,3820,60,3742.789439091628,28301.825552100672,2023-09-07 21:00:00,Net 60
5999,1581,1011,58,2632.213867045129,47449.606591786716,2023-09-07 22:00:00,Cash
6000,1691,4922,53,2449.148890715012,12678.40262459754,2023-09-07 23:00:00,Cash
6001,1189,1986,84,2037.8069233069107,43770.601712124226,2023-09-08 00:00:00,Net 30
6002,1409,4979,84,2415.3492268954647,33858.60289809017,2023-09-08 01:00:00,Net 60
6003,344,4616,51,2244.4139444371312,13251.03554421695,2023-09-08 02:00:00,Cash
6004,1634,2289,30,3646.7233948874555,21377.294637595274,2023-09-08 03:00:00,Net 30
6005,376,30,37,1335.1704389452557,46829.908672228805,2023-09-08 04:00:00,Net 60
6006,1767,2321,47,808.3622223695639,12865.793121576717,2023-09-08 05:00:00,Net 30
6007,652,2227,61,3839.592948576766,5131.161234660323,2023-09-08 06:00:00,Credit
6008,937,3484,59,3329.9590931419793,31806.96782065613,2023-09-08 07:00:00,Net 30
6009,858,4453,8,765.3587213131188,9528.265394037835,2023-09-08 08:00:00,Credit
6010,1866,3171,47,3408.459457784785,12292.913078884041,2023-09-08 09:00:00,Net 30
6011,757,4340,43,2818.652770025406,3740.2310692764618,2023-09-08 10:00:00,Net 30
6012,717,3177,24,4802.191977930009,42642.53392984375,2023-09-08 11:00:00,Net 60
6013,630,1046,35,1461.5687385161045,365.1189344814507,2023-09-08 12:00:00,Cash
6014,503,1037,79,1550.0068035749814,30264.789932521806,2023-09-08 13:00:00,Cash
6015,415,2552,92,4516.524276893992,48306.64271899437,2023-09-08 14:00:00,Cash
6016,569,686,55,725.0376169841229,36011.330280881695,2023-09-08 15:00:00,Net 60
6017,1462,2799,30,4097.08244623271,44848.900621657485,2023-09-08 16:00:00,Net 30
6018,203,2900,62,2262.5889803223567,37398.32715486848,2023-09-08 17:00:00,Net 60
6019,1514,3604,79,519.8755078113641,13754.084322386667,2023-09-08 18:00:00,Credit
6020,1330,2273,52,4893.6059493569755,33608.20037460805,2023-09-08 19:00:00,Net 30
6021,1359,2065,40,655.2692144613918,49925.73467101972,2023-09-08 20:00:00,Credit
6022,14,274,1,1875.8106434329004,36175.87561574674,2023-09-08 21:00:00,Net 30
6023,1219,3525,91,4335.74069193482,8245.747661680194,2023-09-08 22:00:00,Net 30
6024,221,2137,36,2594.513618707449,18236.447034972225,2023-09-08 23:00:00,Net 30
6025,474,506,99,2925.9825917471007,36351.92164788492,2023-09-09 00:00:00,Credit
6026,1587,2452,5,1213.032700880963,47603.83395779563,2023-09-09 01:00:00,Net 30
6027,151,3348,16,4145.797218463049,46368.001604618075,2023-09-09 02:00:00,Credit
6028,551,4918,17,3894.8534980371364,49868.24752122872,2023-09-09 03:00:00,Cash
6029,1909,931,4,687.9722309040009,25047.53421637471,2023-09-09 04:00:00,Credit
6030,1642,426,33,1335.5800019477795,33715.62121645941,2023-09-09 05:00:00,Cash
6031,1555,2382,1,522.2511471750088,35852.74424579463,2023-09-09 06:00:00,Cash
6032,651,2848,34,4983.087205642203,12637.41558338876,2023-09-09 07:00:00,Net 60
6033,307,4153,90,4130.3843093398755,42611.30512108539,2023-09-09 08:00:00,Net 60
6034,1090,4536,27,3637.115192222125,45635.91492432923,2023-09-09 09:00:00,Net 60
6035,1840,1737,72,4666.324590348903,6702.3135232533405,2023-09-09 10:00:00,Net 60
6036,561,2423,8,2836.291324593717,31266.243148076217,2023-09-09 11:00:00,Net 30
6037,523,39,98,4032.528308258642,18081.97686927894,2023-09-09 12:00:00,Net 60
6038,1264,1281,87,2373.3913184059297,28541.138654656337,2023-09-09 13:00:00,Credit
6039,1797,1153,12,2611.6248315934517,942.8248484954418,2023-09-09 14:00:00,Net 30
6040,589,1959,11,1975.5945813949963,37574.276290398986,2023-09-09 15:00:00,Net 60
6041,1983,2925,7,4546.370331577942,35200.400888083284,2023-09-09 16:00:00,Credit
6042,412,727,57,2023.6596163935983,35645.275108509115,2023-09-09 17:00:00,Cash
6043,1269,3133,20,4787.97248235208,2547.924946961846,2023-09-09 18:00:00,Credit
6044,812,1034,89,4681.044315320844,25908.858935314347,2023-09-09 19:00:00,Credit
6045,1715,4117,70,3923.437356972115,32161.25496950671,2023-09-09 20:00:00,Credit
6046,1197,1924,37,1466.1833491723717,174.82605435479803,2023-09-09 21:00:00,Cash
6047,285,2920,9,3986.2738626843316,16204.664092449008,2023-09-09 22:00:00,Cash
6048,1029,4687,79,3788.5113040004526,45703.78067787429,2023-09-09 23:00:00,Cash
6049,1014,2003,14,2109.9186654236687,26749.247863822628,2023-09-10 00:00:00,Net 60
6050,689,3210,67,2829.313356962792,28917.758057152612,2023-09-10 01:00:00,Cash
6051,954,1376,36,122.64240965093285,24143.26307378949,2023-09-10 02:00:00,Cash
6052,443,4090,49,4516.8983163925395,16687.88386886852,2023-09-10 03:00:00,Cash
6053,464,4985,96,1732.7579458892956,26684.5376470814,2023-09-10 04:00:00,Cash
6054,1735,1306,6,731.6856404584903,43135.48149704997,2023-09-10 05:00:00,Net 60
6055,1044,2593,34,2643.098602294575,43586.9787728057,2023-09-10 06:00:00,Net 30
6056,1282,1691,31,1290.4177938733853,1759.09313029789,2023-09-10 07:00:00,Net 60
6057,150,3494,42,621.4005581084883,45749.40756966185,2023-09-10 08:00:00,Cash
6058,519,3144,16,365.0447769364283,17497.845934754743,2023-09-10 09:00:00,Credit
6059,8,1473,83,1737.2433135400738,518.2214208328663,2023-09-10 10:00:00,Net 30
6060,979,750,56,2622.740465024848,37995.55525972659,2023-09-10 11:00:00,Net 30
6061,1490,1046,24,491.96232228338715,34262.49187389931,2023-09-10 12:00:00,Credit
6062,1962,4095,89,2922.8421302446714,47720.10753612998,2023-09-10 13:00:00,Net 60
6063,1190,2977,90,713.4357569040621,14979.160909355749,2023-09-10 14:00:00,Credit
6064,1318,4558,84,4174.975564777859,21264.3882282244,2023-09-10 15:00:00,Net 30
6065,1196,3939,29,324.32011747562257,21450.517114512746,2023-09-10 16:00:00,Cash
6066,471,4111,72,4992.234252837722,18145.23323561185,2023-09-10 17:00:00,Net 60
6067,1361,912,42,4060.5541839133916,41530.24253614057,2023-09-10 18:00:00,Net 60
6068,878,1167,48,4906.6538747666555,18278.954830671417,2023-09-10 19:00:00,Credit
6069,1326,1890,74,2889.637850196282,28842.908342437546,2023-09-10 20:00:00,Net 60
6070,895,768,66,3616.074619138649,38226.45055961244,2023-09-10 21:00:00,Credit
6071,1299,3038,25,1316.3125872537178,6628.401268600098,2023-09-10 22:00:00,Credit
6072,760,4033,20,1562.2817888967934,48530.67895230451,2023-09-10 23:00:00,Net 30
6073,1216,512,67,4202.555013014926,4550.0024139200805,2023-09-11 00:00:00,Net 60
6074,1515,669,4,132.5620432552073,27858.96049390102,2023-09-11 01:00:00,Cash
6075,1067,3315,46,3095.7033218288907,46492.10205879836,2023-09-11 02:00:00,Credit
6076,1740,1589,50,903.6566039148321,33235.015917725155,2023-09-11 03:00:00,Net 60
6077,122,3183,4,2132.055651903161,43341.67512204856,2023-09-11 04:00:00,Cash
6078,828,4287,70,65.25558873765993,47212.090185870176,2023-09-11 05:00:00,Credit
6079,1981,4612,27,1805.1060958622477,33145.69785021029,2023-09-11 06:00:00,Net 60
6080,566,4435,4,59.559713332848965,16004.418407912364,2023-09-11 07:00:00,Net 60
6081,1775,3747,61,4473.830377201303,12818.559243948484,2023-09-11 08:00:00,Credit
6082,1314,2707,76,2631.235825480229,20205.300490076832,2023-09-11 09:00:00,Net 60
6083,1787,1242,52,2536.299439858789,49446.93952245386,2023-09-11 10:00:00,Net 60
6084,1205,4640,90,2106.2995511285103,33999.07374690249,2023-09-11 11:00:00,Net 30
6085,674,2003,28,3653.2698681685993,21344.04046399639,2023-09-11 12:00:00,Credit
6086,1437,3965,56,913.1802532472901,2941.5487687061805,2023-09-11 13:00:00,Net 60
6087,428,2755,75,2505.4095954353425,6834.490361513535,2023-09-11 14:00:00,Credit
6088,1477,888,7,4152.424534624191,9115.009261631363,2023-09-11 15:00:00,Credit
6089,1364,4017,10,4928.533922195352,16937.150682320324,2023-09-11 16:00:00,Cash
6090,677,1004,47,3235.9626446714674,40815.01606792392,2023-09-11 17:00:00,Credit
6091,1197,822,21,2869.206870351571,42389.71997537532,2023-09-11 18:00:00,Credit
6092,836,4438,19,4780.128215362363,2533.639558244166,2023-09-11 19:00:00,Net 60
6093,1723,2188,19,1372.7876319807178,39365.73743393485,2023-09-11 20:00:00,Net 60
6094,538,1169,73,3618.3735263642366,12390.461178906335,2023-09-11 21:00:00,Cash
6095,652,1484,27,4367.252023902663,38150.819217212695,2023-09-11 22:00:00,Net 30
6096,646,919,94,3376.9785270325215,31967.077430650515,2023-09-11 23:00:00,Cash
6097,330,1702,7,1456.858358517984,49133.08914652458,2023-09-12 00:00:00,Credit
6098,1594,4739,55,4024.742236192193,3357.025578426957,2023-09-12 01:00:00,Cash
6099,1895,3852,45,3372.334619882505,19565.263007313784,2023-09-12 02:00:00,Net 60
6100,250,228,52,1751.1818516039214,39620.02095250033,2023-09-12 03:00:00,Net 60
6101,100,2170,24,357.19587698375904,2328.5383870701744,2023-09-12 04:00:00,Credit
6102,336,2743,28,1273.9256569224956,43290.76139114105,2023-09-12 05:00:00,Net 30
6103,1654,1423,80,2923.135562941205,24954.92123451956,2023-09-12 06:00:00,Credit
6104,1343,2042,72,2426.944128858749,49828.93262484394,2023-09-12 07:00:00,Net 30
6105,1889,3479,83,639.8605741253864,3828.008875986053,2023-09-12 08:00:00,Credit
6106,619,2068,22,1032.6154779550768,27985.750030486757,2023-09-12 09:00:00,Cash
6107,1940,4234,19,3060.0780070820206,13687.258326195075,2023-09-12 10:00:00,Credit
6108,1283,3898,19,1492.071974787121,33179.704236422425,2023-09-12 11:00:00,Cash
6109,270,2358,73,4054.444201508102,36477.33728687155,2023-09-12 12:00:00,Net 60
6110,836,4771,94,1773.9896405624183,45266.76621236067,2023-09-12 13:00:00,Net 60
6111,430,3310,28,689.0490637746011,42347.7950251716,2023-09-12 14:00:00,Net 30
6112,977,3284,91,463.6765638312362,28396.357375029027,2023-09-12 15:00:00,Net 30
6113,540,2433,65,2386.3288645855355,30228.65466194253,2023-09-12 16:00:00,Net 60
6114,918,1666,38,3244.3848077346456,6471.498865718832,2023-09-12 17:00:00,Credit
6115,736,1103,31,1136.8395012694955,14312.829267884355,2023-09-12 18:00:00,Cash
6116,1904,1941,17,3783.5590487307,12406.907156815705,2023-09-12 19:00:00,Net 60
6117,293,1861,87,4663.126528140388,16535.39734965688,2023-09-12 20:00:00,Cash
6118,628,1111,97,1910.9670845573232,19313.41358977919,2023-09-12 21:00:00,Net 60
6119,398,4537,81,4745.207255530247,21347.55155069981,2023-09-12 22:00:00,Net 30
6120,209,3289,29,4119.8995445354685,13247.418660033189,2023-09-12 23:00:00,Net 30
6121,1943,2177,67,4915.176158086395,14848.645129810997,2023-09-13 00:00:00,Cash
6122,153,3275,53,1378.2622169473782,6618.889983072832,2023-09-13 01:00:00,Net 30
6123,1055,4399,20,430.7987829265208,40888.44091821957,2023-09-13 02:00:00,Net 60
6124,372,427,97,1612.0866506314223,26800.53835201468,2023-09-13 03:00:00,Net 30
6125,339,222,28,3011.4495502381546,10555.679710485545,2023-09-13 04:00:00,Net 30
6126,641,3889,49,4005.6613607888403,10124.54348286385,2023-09-13 05:00:00,Net 30
6127,223,2471,20,4995.722386549137,30436.004783292326,2023-09-13 06:00:00,Net 30
6128,1683,1957,55,660.4900045103095,35185.700488764116,2023-09-13 07:00:00,Net 30
6129,215,4844,4,2961.723845024046,7282.308286301612,2023-09-13 08:00:00,Cash
6130,101,463,29,2658.9560067418433,38516.805188895145,2023-09-13 09:00:00,Net 60
6131,1199,3190,30,976.7536527433895,39645.5012167678,2023-09-13 10:00:00,Credit
6132,1650,3923,86,2029.9098486213004,13339.032263826877,2023-09-13 11:00:00,Cash
6133,163,3851,10,4264.956178796718,1174.0062238292985,2023-09-13 12:00:00,Credit
6134,1049,4224,69,4705.473459778236,2348.507451077732,2023-09-13 13:00:00,Net 30
6135,168,765,45,3394.857133362651,16126.003544165345,2023-09-13 14:00:00,Net 30
6136,552,1440,6,4852.445148981962,16747.299550203672,2023-09-13 15:00:00,Cash
6137,189,4018,6,934.1966270721927,35849.80359947179,2023-09-13 16:00:00,Cash
6138,21,2361,68,196.6861187707878,11928.366641624207,2023-09-13 17:00:00,Cash
6139,1995,3747,17,4139.919423313106,3415.5163815149926,2023-09-13 18:00:00,Net 60
6140,1932,4665,81,1706.7149450689399,4179.283669777096,2023-09-13 19:00:00,Net 60
6141,1786,2906,52,914.2139771775103,44576.67622443054,2023-09-13 20:00:00,Net 60
6142,922,4135,67,2976.0164777063555,36981.657582995074,2023-09-13 21:00:00,Net 60
6143,1384,936,35,4193.938191690556,21881.971400384573,2023-09-13 22:00:00,Credit
6144,493,2253,12,249.5198627915877,27540.715441592693,2023-09-13 23:00:00,Cash
6145,1258,959,13,1182.7144953329778,25548.86748775829,2023-09-14 00:00:00,Cash
6146,905,1110,14,1965.7112872845146,16121.646618317505,2023-09-14 01:00:00,Net 60
6147,1244,3870,21,1974.6452728268937,41345.81974446749,2023-09-14 02:00:00,Net 60
6148,927,1098,58,1513.366081089341,38667.70727911901,2023-09-14 03:00:00,Cash
6149,1796,3963,88,4836.114337631373,20665.683109159032,2023-09-14 04:00:00,Net 30
6150,446,1389,84,4961.785676390275,48540.5287810173,2023-09-14 05:00:00,Net 30
6151,887,3473,22,2884.3145303802135,4218.6860228770265,2023-09-14 06:00:00,Net 60
6152,1725,2776,41,2289.315809276305,4781.583835199209,2023-09-14 07:00:00,Net 60
6153,1547,1804,96,4917.077503468836,39650.74564327647,2023-09-14 08:00:00,Credit
6154,1037,3384,98,4916.490157099469,14055.051764643504,2023-09-14 09:00:00,Net 30
6155,752,1401,74,3152.0186109249826,37174.60214355828,2023-09-14 10:00:00,Cash
6156,755,2585,63,2011.787704994043,24601.812865544525,2023-09-14 11:00:00,Credit
6157,865,1570,63,1798.3636523976509,34042.9237858214,2023-09-14 12:00:00,Credit
6158,94,4819,71,2623.5452455280647,40237.23107659415,2023-09-14 13:00:00,Credit
6159,242,927,54,4968.970281099109,29662.144998173168,2023-09-14 14:00:00,Credit
6160,1354,525,30,4122.2648484566525,40770.134937035946,2023-09-14 15:00:00,Net 30
6161,707,3671,52,3706.298481055443,10748.114863706047,2023-09-14 16:00:00,Net 60
6162,198,789,69,99.6347580900581,12754.94766314893,2023-09-14 17:00:00,Net 30
6163,1470,927,26,1276.877209541608,19295.82595604104,2023-09-14 18:00:00,Net 60
6164,1886,4642,51,2531.1968889434133,30223.66574830316,2023-09-14 19:00:00,Net 30
6165,499,887,36,2952.943436607212,42157.967722559326,2023-09-14 20:00:00,Cash
6166,1451,1291,5,4741.927859024697,33571.81556407984,2023-09-14 21:00:00,Cash
6167,437,1420,38,1275.9442059379546,39717.68720588172,2023-09-14 22:00:00,Net 60
6168,1696,816,6,4760.207769882497,45864.943919295525,2023-09-14 23:00:00,Net 30
6169,642,809,21,3001.2990979687274,9866.156532469648,2023-09-15 00:00:00,Net 30
6170,1453,469,21,2881.1053619787017,38372.65807666225,2023-09-15 01:00:00,Credit
6171,1937,1562,56,3619.688321221528,37220.59396181027,2023-09-15 02:00:00,Net 30
6172,25,4769,8,253.30321701644735,41249.97129201063,2023-09-15 03:00:00,Net 30
6173,840,912,23,3457.1706137756287,48153.24679828091,2023-09-15 04:00:00,Net 30
6174,48,3621,8,412.029925351285,29839.045820485946,2023-09-15 05:00:00,Credit
6175,1621,4902,10,4308.970240191057,25897.65160692415,2023-09-15 06:00:00,Credit
6176,1136,629,51,3613.8219354307244,5553.541778458443,2023-09-15 07:00:00,Net 30
6177,1261,2682,93,990.0977659979903,45502.576933768294,2023-09-15 08:00:00,Credit
6178,568,4332,10,1640.9569467389067,19810.226942020836,2023-09-15 09:00:00,Credit
6179,1324,2823,52,4018.4943331158306,6320.829702829735,2023-09-15 10:00:00,Net 30
6180,132,1162,54,3293.394974209162,48545.099427203255,2023-09-15 11:00:00,Credit
6181,764,480,3,3887.044347468173,28984.526915273116,2023-09-15 12:00:00,Net 60
6182,1346,948,94,3975.593092906914,2806.2565628949587,2023-09-15 13:00:00,Cash
6183,1734,2822,44,1143.4559939945752,12627.552709321737,2023-09-15 14:00:00,Net 60
6184,1501,2490,55,3981.0626745488266,10936.722366498849,2023-09-15 15:00:00,Credit
6185,938,4683,54,4074.8423542966652,49361.68934424521,2023-09-15 16:00:00,Net 30
6186,554,1153,32,2352.0948547507387,47824.61930496945,2023-09-15 17:00:00,Net 30
6187,1636,3784,7,713.3660033179235,8896.52005950149,2023-09-15 18:00:00,Cash
6188,1171,3772,16,217.52426762545946,23427.222550930714,2023-09-15 19:00:00,Credit
6189,21,450,81,674.7699254236173,40211.94579880672,2023-09-15 20:00:00,Net 30
6190,839,2545,67,871.3633117251316,37054.671884818934,2023-09-15 21:00:00,Cash
6191,849,1194,93,971.2982856782419,27074.762405010137,2023-09-15 22:00:00,Cash
6192,1454,2995,83,4886.422699887459,40004.222787501276,2023-09-15 23:00:00,Net 60
6193,765,3243,54,3499.006841243534,27064.035539593853,2023-09-16 00:00:00,Net 60
6194,1173,4929,95,4678.809190525412,20054.70045393305,2023-09-16 01:00:00,Cash
6195,1430,1676,2,4473.0566136472735,40481.78288944803,2023-09-16 02:00:00,Net 30
6196,1724,2983,71,2086.4239739553996,45304.28265770299,2023-09-16 03:00:00,Cash
6197,1218,4665,69,3330.131063435613,42904.881197534516,2023-09-16 04:00:00,Cash
6198,1796,3366,95,2265.878802929768,287.6290918107526,2023-09-16 05:00:00,Net 60
6199,725,3521,60,4105.43409978785,16814.669874686988,2023-09-16 06:00:00,Cash
6200,1355,4483,46,4634.397507228103,47381.66385352723,2023-09-16 07:00:00,Credit
6201,1388,4873,58,528.9244261240121,21604.049134492303,2023-09-16 08:00:00,Net 30
6202,217,1992,23,493.0723580193133,10373.110979733332,2023-09-16 09:00:00,Net 60
6203,314,1691,36,1237.5878159833019,34970.73212136425,2023-09-16 10:00:00,Net 30
6204,1550,1150,86,3349.2377506650164,47049.47323735043,2023-09-16 11:00:00,Cash
6205,1008,636,73,2259.563601917365,7300.372349011054,2023-09-16 12:00:00,Cash
6206,1763,4758,84,3469.8449640569675,38909.25737234419,2023-09-16 13:00:00,Net 60
6207,1316,1596,69,3895.5007531991437,41722.08221305308,2023-09-16 14:00:00,Cash
6208,1741,4606,45,3773.5324171577963,44734.00608474849,2023-09-16 15:00:00,Net 30
6209,1330,3612,39,2175.386133091084,48155.72417770052,2023-09-16 16:00:00,Cash
6210,1287,2237,18,710.1569826430808,36046.963897693095,2023-09-16 17:00:00,Net 30
6211,1750,2058,8,2681.282296460975,28457.178569659092,2023-09-16 18:00:00,Net 30
6212,835,2549,73,3641.651301469697,41159.514794585295,2023-09-16 19:00:00,Net 30
6213,628,4628,94,1709.6889538906835,20577.78855521553,2023-09-16 20:00:00,Net 60
6214,418,1110,77,3236.7980171929785,22607.77731949256,2023-09-16 21:00:00,Credit
6215,1788,4200,27,3378.651926694895,15401.114154852114,2023-09-16 22:00:00,Net 30
6216,567,4736,2,4308.043901302975,34914.03896886005,2023-09-16 23:00:00,Net 60
6217,1624,4003,49,1755.481731417367,31071.00788173726,2023-09-17 00:00:00,Credit
6218,510,856,43,123.52190758012225,37573.498534570135,2023-09-17 01:00:00,Credit
6219,147,1504,84,4491.16078792377,3700.474569961814,2023-09-17 02:00:00,Credit
6220,575,3338,18,4788.8269556436335,24252.271314316873,2023-09-17 03:00:00,Credit
