itemid,property,value
958,rating,3.624253786155474
959,categoryid,IT Hardware
959,brand,Brand_16
959,price,185.08627681452876
959,rating,3.7737639153663287
960,categoryid,Office Supplies
960,brand,Brand_18
960,price,880.3365472012051
960,rating,3.127939969857768
961,categoryid,Office Supplies
961,brand,Brand_11
961,price,979.8761939654183
961,rating,4.811608270120084
962,categoryid,Office Furniture
962,brand,Brand_12
962,price,39.21286600410504
962,rating,3.0917479033861497
963,categoryid,Office Supplies
963,brand,Brand_5
963,price,199.05110971899677
963,rating,4.812942568553194
964,categoryid,Manufacturing Tools
964,brand,Brand_4
964,price,949.9253423773196
964,rating,3.684323408073725
965,categoryid,IT Hardware
965,brand,Brand_1
965,price,132.5944053157649
965,rating,3.311567800106726
966,categoryid,IT Hardware
966,brand,Brand_2
966,price,669.5490737171702
966,rating,4.677514747415757
967,categoryid,Industrial Equipment
967,brand,Brand_14
967,price,705.4000683885084
967,rating,4.287616747251359
968,categoryid,Office Furniture
968,brand,Brand_10
968,price,413.40688555772095
968,rating,4.489250877321728
969,categoryid,Safety Equipment
969,brand,Brand_13
969,price,111.83566290131212
969,rating,3.4754207497087877
970,categoryid,Industrial Equipment
970,brand,Brand_14
970,price,588.5238649979468
970,rating,3.74657405470989
971,categoryid,Manufacturing Tools
971,brand,Brand_8
971,price,58.87943900083093
971,rating,4.768169687851261
972,categoryid,IT Hardware
972,brand,Brand_9
972,price,474.4436246026903
972,rating,4.880618236948958
973,categoryid,IT Hardware
973,brand,Brand_8
973,price,880.6878327020186
973,rating,4.4569326789852095
974,categoryid,Manufacturing Tools
974,brand,Brand_14
974,price,995.9470772451637
974,rating,4.845151158972394
975,categoryid,Office Furniture
975,brand,Brand_12
975,price,12.772614281374931
975,rating,3.4276949459336437
976,categoryid,Manufacturing Tools
976,brand,Brand_19
976,price,289.7838373398405
976,rating,3.8814171961815784
977,categoryid,Office Furniture
977,brand,Brand_1
977,price,880.8360065204854
977,rating,4.663568912957576
978,categoryid,Safety Equipment
978,brand,Brand_8
978,price,650.2605324135615
978,rating,4.821693183611292
979,categoryid,Safety Equipment
979,brand,Brand_11
979,price,402.9122046217816
979,rating,3.8443449565758856
980,categoryid,Industrial Equipment
980,brand,Brand_11
980,price,112.49680666155447
980,rating,4.907713439354939
981,categoryid,Industrial Equipment
981,brand,Brand_2
981,price,648.1821280608475
981,rating,3.2649679299973045
982,categoryid,Office Furniture
982,brand,Brand_7
982,price,736.55897625226
982,rating,3.9587197041128634
983,categoryid,Industrial Equipment
983,brand,Brand_12
983,price,427.6850228863205
983,rating,3.7149198693303056
984,categoryid,Safety Equipment
984,brand,Brand_16
984,price,889.2500186340502
984,rating,4.552488280235464
985,categoryid,Manufacturing Tools
985,brand,Brand_19
985,price,757.5521308874778
985,rating,4.329513941184871
986,categoryid,Industrial Equipment
986,brand,Brand_16
986,price,612.6213729667055
986,rating,3.0153090092834813
987,categoryid,Manufacturing Tools
987,brand,Brand_3
987,price,377.2944761716561
987,rating,4.616886566611052
988,categoryid,IT Hardware
988,brand,Brand_11
988,price,246.50036236777777
988,rating,4.837184063311121
989,categoryid,Manufacturing Tools
989,brand,Brand_12
989,price,345.5337180404328
989,rating,3.4830412613740958
990,categoryid,Office Furniture
990,brand,Brand_7
990,price,32.421753544026956
990,rating,3.075521749350668
991,categoryid,Industrial Equipment
991,brand,Brand_8
991,price,751.8342576982709
991,rating,3.5429436108218537
992,categoryid,Safety Equipment
992,brand,Brand_14
992,price,560.3920950028812
992,rating,4.3984671539402544
993,categoryid,Manufacturing Tools
993,brand,Brand_17
993,price,903.9715250628467
993,rating,4.695531473394465
994,categoryid,IT Hardware
994,brand,Brand_19
994,price,448.39060091905674
994,rating,4.478930218873925
995,categoryid,IT Hardware
995,brand,Brand_9
995,price,700.1854001611723
995,rating,4.584001503490479
996,categoryid,Safety Equipment
996,brand,Brand_12
996,price,714.301182269482
996,rating,4.627082382293221
997,categoryid,Industrial Equipment
997,brand,Brand_19
997,price,642.0845932809841
997,rating,3.665839819454598
998,categoryid,Office Supplies
998,brand,Brand_4
998,price,956.0702263392491
998,rating,3.4008703998270113
999,categoryid,IT Hardware
999,brand,Brand_13
999,price,976.8216753146945
999,rating,3.7277695282469683
1000,categoryid,Safety Equipment
1000,brand,Brand_5
1000,price,213.3414424177486
1000,rating,4.982466907728374
1001,categoryid,Office Supplies
1001,brand,Brand_12
1001,price,607.069934332734
1001,rating,4.609103434513335
1002,categoryid,IT Hardware
1002,brand,Brand_6
1002,price,410.7318050281117
1002,rating,3.2101835197501973
1003,categoryid,Safety Equipment
1003,brand,Brand_10
1003,price,834.1995104916732
1003,rating,4.99320976528813
1004,categoryid,IT Hardware
1004,brand,Brand_13
1004,price,572.6963398078025
1004,rating,4.028330864286677
1005,categoryid,IT Hardware
1005,brand,Brand_3
1005,price,140.19556339750406
1005,rating,3.7650634475902782
1006,categoryid,Industrial Equipment
1006,brand,Brand_9
1006,price,957.348342659191
1006,rating,3.2785253307300453
1007,categoryid,Safety Equipment
1007,brand,Brand_13
1007,price,325.7280972793766
1007,rating,4.281411946438869
1008,categoryid,Office Furniture
1008,brand,Brand_11
1008,price,766.1844847011495
1008,rating,4.621023394940735
1009,categoryid,Office Supplies
1009,brand,Brand_18
1009,price,474.15052989211716
1009,rating,3.9921446172959105
1010,categoryid,Office Supplies
1010,brand,Brand_1
1010,price,610.9728708183668
1010,rating,3.4372483863468677
1011,categoryid,Manufacturing Tools
1011,brand,Brand_4
1011,price,217.97942460372263
1011,rating,3.779754197772721
1012,categoryid,Manufacturing Tools
1012,brand,Brand_7
1012,price,47.73239491360825
1012,rating,3.2891577220612938
1013,categoryid,Industrial Equipment
1013,brand,Brand_10
1013,price,77.97274810634006
1013,rating,4.702732530646234
1014,categoryid,Office Furniture
1014,brand,Brand_18
1014,price,444.3483120616834
1014,rating,3.9908228028051376
1015,categoryid,Office Supplies
1015,brand,Brand_18
1015,price,183.65332880101647
1015,rating,4.686229038272547
1016,categoryid,IT Hardware
1016,brand,Brand_18
1016,price,237.21982135627937
1016,rating,3.9685880510580303
1017,categoryid,Industrial Equipment
1017,brand,Brand_13
1017,price,456.3980769847988
1017,rating,3.06839651265067
1018,categoryid,Office Supplies
1018,brand,Brand_19
1018,price,956.5195061224917
1018,rating,4.981175748876561
1019,categoryid,Safety Equipment
1019,brand,Brand_5
1019,price,473.1560067816615
1019,rating,4.461477917735085
1020,categoryid,IT Hardware
1020,brand,Brand_12
1020,price,563.8113843188873
1020,rating,4.455374115938675
1021,categoryid,Office Supplies
1021,brand,Brand_17
1021,price,201.3791885419077
1021,rating,4.572692717018063
1022,categoryid,Manufacturing Tools
1022,brand,Brand_9
1022,price,427.9277883072239
1022,rating,3.9062845835865017
1023,categoryid,Industrial Equipment
1023,brand,Brand_4
1023,price,543.3038877726898
1023,rating,3.103934497104093
1024,categoryid,IT Hardware
1024,brand,Brand_14
1024,price,912.5072641678414
1024,rating,3.1127345687282073
1025,categoryid,Manufacturing Tools
1025,brand,Brand_12
1025,price,512.349099928897
1025,rating,4.7140074329764605
1026,categoryid,Manufacturing Tools
1026,brand,Brand_2
1026,price,492.30286510744645
1026,rating,4.684398151126742
1027,categoryid,Safety Equipment
1027,brand,Brand_19
1027,price,873.0300111002157
1027,rating,4.859987284172282
1028,categoryid,Office Supplies
1028,brand,Brand_16
1028,price,272.81096680890965
1028,rating,4.549590276974678
1029,categoryid,Safety Equipment
1029,brand,Brand_13
1029,price,955.2394596761247
1029,rating,4.2784267237770965
1030,categoryid,Safety Equipment
1030,brand,Brand_6
1030,price,659.8863881263808
1030,rating,4.040630667454296
1031,categoryid,Safety Equipment
1031,brand,Brand_16
1031,price,480.5933038302449
1031,rating,4.865678275056144
1032,categoryid,Safety Equipment
1032,brand,Brand_2
1032,price,688.0365724212497
1032,rating,4.030164369345773
1033,categoryid,Manufacturing Tools
1033,brand,Brand_7
1033,price,553.4964356570796
1033,rating,3.43539823970646
1034,categoryid,Office Furniture
1034,brand,Brand_11
1034,price,836.8335607002494
1034,rating,3.3295071193587056
1035,categoryid,Office Supplies
1035,brand,Brand_16
1035,price,291.38229441843816
1035,rating,4.381598947280271
1036,categoryid,IT Hardware
1036,brand,Brand_19
1036,price,735.2714452840423
1036,rating,4.538314427661251
1037,categoryid,Manufacturing Tools
1037,brand,Brand_12
1037,price,244.37814735812597
1037,rating,4.078604481742401
1038,categoryid,IT Hardware
1038,brand,Brand_8
1038,price,539.2938282256129
1038,rating,3.2090089890855595
1039,categoryid,Safety Equipment
1039,brand,Brand_5
1039,price,552.0734862400834
1039,rating,4.236108447975417
1040,categoryid,Manufacturing Tools
1040,brand,Brand_10
1040,price,314.44870316272414
1040,rating,3.654716860437638
1041,categoryid,Manufacturing Tools
1041,brand,Brand_13
1041,price,909.9983831298528
1041,rating,4.62015520034167
1042,categoryid,Industrial Equipment
1042,brand,Brand_3
1042,price,758.677815981153
1042,rating,4.238145124852151
1043,categoryid,Office Furniture
1043,brand,Brand_8
1043,price,382.99460821699955
1043,rating,3.982652596498646
1044,categoryid,Manufacturing Tools
1044,brand,Brand_1
1044,price,271.28028710291375
1044,rating,3.1496666537903617
1045,categoryid,Office Supplies
1045,brand,Brand_6
1045,price,436.46855186934556
1045,rating,4.304056018568248
1046,categoryid,Manufacturing Tools
1046,brand,Brand_10
1046,price,852.3448504362601
1046,rating,3.1749507458839537
1047,categoryid,Manufacturing Tools
1047,brand,Brand_1
1047,price,426.14144480998823
1047,rating,4.7821692906275395
1048,categoryid,Industrial Equipment
1048,brand,Brand_14
1048,price,202.05548556796404
1048,rating,4.836713518536883
1049,categoryid,Office Furniture
1049,brand,Brand_3
1049,price,948.545014942529
1049,rating,4.661925051623993
1050,categoryid,Office Furniture
1050,brand,Brand_8
1050,price,330.12787746194795
1050,rating,4.401431795360681
1051,categoryid,Industrial Equipment
1051,brand,Brand_15
1051,price,301.3185691898213
1051,rating,3.9735365096308746
1052,categoryid,Manufacturing Tools
1052,brand,Brand_14
1052,price,615.0769082751945
1052,rating,3.0036155264380078
1053,categoryid,Office Furniture
1053,brand,Brand_12
1053,price,257.27968334912975
1053,rating,3.615454132332177
1054,categoryid,Industrial Equipment
1054,brand,Brand_17
1054,price,125.64284883396941
1054,rating,4.113803555553529
1055,categoryid,Office Supplies
1055,brand,Brand_10
1055,price,278.6436211406858
1055,rating,3.2684794119919887
1056,categoryid,Safety Equipment
1056,brand,Brand_15
1056,price,340.7833015698476
1056,rating,3.140513357921664
1057,categoryid,IT Hardware
1057,brand,Brand_16
1057,price,29.570311484934255
1057,rating,3.1833401755208257
1058,categoryid,Industrial Equipment
1058,brand,Brand_6
1058,price,594.7762216241495
1058,rating,4.525022067319361
1059,categoryid,Safety Equipment
1059,brand,Brand_10
1059,price,165.13342193222502
1059,rating,3.2223694001979
1060,categoryid,Office Furniture
1060,brand,Brand_13
1060,price,753.1634149575542
1060,rating,4.622776233093074
1061,categoryid,Office Supplies
1061,brand,Brand_17
1061,price,441.3686029671694
1061,rating,4.9582794184708066
1062,categoryid,Manufacturing Tools
1062,brand,Brand_16
1062,price,709.2834153615049
1062,rating,3.8776516807752186
1063,categoryid,Safety Equipment
1063,brand,Brand_9
1063,price,705.2720211323168
1063,rating,4.718904464539624
1064,categoryid,Industrial Equipment
1064,brand,Brand_10
1064,price,158.38040293348047
1064,rating,4.442519125786195
1065,categoryid,IT Hardware
1065,brand,Brand_16
1065,price,824.3370623880271
1065,rating,4.334287859910616
1066,categoryid,Safety Equipment
1066,brand,Brand_18
1066,price,953.9174676087106
1066,rating,3.400192255304938
1067,categoryid,Industrial Equipment
1067,brand,Brand_2
1067,price,669.7990636509091
1067,rating,3.873880368200223
1068,categoryid,Industrial Equipment
1068,brand,Brand_5
1068,price,769.986372109308
1068,rating,3.7383956115429573
1069,categoryid,IT Hardware
1069,brand,Brand_6
1069,price,184.18696128587888
1069,rating,4.7042655066105965
1070,categoryid,Office Furniture
1070,brand,Brand_10
1070,price,256.55299577461125
1070,rating,3.560865960079021
1071,categoryid,Office Furniture
1071,brand,Brand_10
1071,price,753.0965176838073
1071,rating,4.366292049985003
1072,categoryid,IT Hardware
1072,brand,Brand_5
1072,price,443.6286167825663
1072,rating,4.69056048772559
1073,categoryid,Industrial Equipment
1073,brand,Brand_8
1073,price,645.3489081466348
1073,rating,3.9661162021000074
1074,categoryid,Manufacturing Tools
1074,brand,Brand_1
1074,price,546.9286879179211
1074,rating,3.884881414949902
1075,categoryid,Office Supplies
1075,brand,Brand_12
1075,price,244.83980937756232
1075,rating,3.4932234583616326
1076,categoryid,Safety Equipment
1076,brand,Brand_7
1076,price,32.53135867960289
1076,rating,4.998200925787596
1077,categoryid,Manufacturing Tools
1077,brand,Brand_3
1077,price,12.084273136121174
1077,rating,4.973406885101966
1078,categoryid,Office Supplies
1078,brand,Brand_11
1078,price,60.76795100627805
1078,rating,4.821134050486967
1079,categoryid,Office Supplies
1079,brand,Brand_16
1079,price,258.24020273014514
1079,rating,4.869616156367342
1080,categoryid,Office Furniture
1080,brand,Brand_19
1080,price,336.0897758607184
1080,rating,3.137629077212573
1081,categoryid,IT Hardware
1081,brand,Brand_18
1081,price,521.0916060108393
1081,rating,3.8366824338033085
1082,categoryid,Safety Equipment
1082,brand,Brand_3
1082,price,472.82866592386
1082,rating,3.3318859922322135
1083,categoryid,Safety Equipment
1083,brand,Brand_11
1083,price,804.7028005889457
1083,rating,3.9064738753195134
1084,categoryid,Office Furniture
1084,brand,Brand_17
1084,price,372.72842419494646
1084,rating,3.1052200622358095
1085,categoryid,Office Furniture
1085,brand,Brand_3
1085,price,494.60624688214455
1085,rating,4.056883355003837
1086,categoryid,Safety Equipment
1086,brand,Brand_13
1086,price,840.2952783042311
1086,rating,3.817296930525851
1087,categoryid,Office Furniture
1087,brand,Brand_3
1087,price,104.5103625382096
1087,rating,3.861483680352216
1088,categoryid,Manufacturing Tools
1088,brand,Brand_8
1088,price,723.3475149415383
1088,rating,3.274981546869256
1089,categoryid,Office Furniture
1089,brand,Brand_10
1089,price,621.2939535781837
1089,rating,4.66536332400258
1090,categoryid,Industrial Equipment
1090,brand,Brand_15
1090,price,87.29281148137844
1090,rating,4.4417004294245475
1091,categoryid,Office Supplies
1091,brand,Brand_7
1091,price,911.4381315274532
1091,rating,4.884290412980393
1092,categoryid,Industrial Equipment
1092,brand,Brand_9
1092,price,177.02267810914068
1092,rating,3.4155762471818356
1093,categoryid,Safety Equipment
1093,brand,Brand_4
1093,price,356.08784077291693
1093,rating,3.1347617661629856
1094,categoryid,Office Supplies
1094,brand,Brand_19
1094,price,898.5622723194068
1094,rating,4.652507034941986
1095,categoryid,Manufacturing Tools
1095,brand,Brand_2
1095,price,653.308808663413
1095,rating,4.263819154303902
1096,categoryid,Office Furniture
1096,brand,Brand_6
1096,price,372.389383524
1096,rating,3.6214830142202317
1097,categoryid,Manufacturing Tools
1097,brand,Brand_13
1097,price,387.906673479141
1097,rating,3.647399760367059
1098,categoryid,Manufacturing Tools
1098,brand,Brand_11
1098,price,670.029551869698
1098,rating,3.6602549443433046
1099,categoryid,Manufacturing Tools
1099,brand,Brand_4
1099,price,766.4961501162359
1099,rating,4.347846875975647
1100,categoryid,Industrial Equipment
1100,brand,Brand_18
1100,price,134.46455811581563
1100,rating,3.634025627337791
1101,categoryid,Manufacturing Tools
1101,brand,Brand_13
1101,price,420.4201923813457
1101,rating,3.684671711654559
1102,categoryid,Industrial Equipment
1102,brand,Brand_10
1102,price,388.4149677960422
1102,rating,3.3201995269329667
1103,categoryid,Safety Equipment
1103,brand,Brand_7
1103,price,199.2996104773472
1103,rating,4.837512532754174
1104,categoryid,Manufacturing Tools
1104,brand,Brand_5
1104,price,847.4994059069214
1104,rating,3.7235607122216616
1105,categoryid,Office Furniture
1105,brand,Brand_8
1105,price,812.5223031485472
1105,rating,3.15540438406103
1106,categoryid,Industrial Equipment
1106,brand,Brand_17
1106,price,815.969107405096
1106,rating,3.652623159397728
1107,categoryid,Manufacturing Tools
1107,brand,Brand_16
1107,price,622.1461713804662
1107,rating,4.277168988534779
1108,categoryid,Office Supplies
1108,brand,Brand_1
1108,price,198.93180607801818
1108,rating,3.7634338630484896
1109,categoryid,Office Supplies
1109,brand,Brand_11
1109,price,480.97218699025285
1109,rating,3.010348210456484
1110,categoryid,Safety Equipment
1110,brand,Brand_18
1110,price,542.2078302070148
1110,rating,3.0257297492532578
1111,categoryid,Office Supplies
1111,brand,Brand_10
1111,price,829.2208361006567
1111,rating,4.125001205983837
1112,categoryid,Manufacturing Tools
1112,brand,Brand_11
1112,price,975.3349011104168
1112,rating,4.03653098364238
1113,categoryid,IT Hardware
1113,brand,Brand_2
1113,price,534.0093370363312
1113,rating,3.6387902927555165
1114,categoryid,Office Furniture
1114,brand,Brand_14
1114,price,218.1638907686292
1114,rating,3.981759291646699
1115,categoryid,Office Supplies
1115,brand,Brand_3
1115,price,333.89516785122623
1115,rating,3.2617886930307423
1116,categoryid,Industrial Equipment
1116,brand,Brand_4
1116,price,326.0779964746264
1116,rating,3.5949560258751516
1117,categoryid,Manufacturing Tools
1117,brand,Brand_3
1117,price,227.14418342938922
1117,rating,4.300769057269299
1118,categoryid,Office Furniture
1118,brand,Brand_7
1118,price,783.2696875418073
1118,rating,3.7974038428548162
1119,categoryid,Office Furniture
1119,brand,Brand_16
1119,price,971.5359520479866
1119,rating,3.754172053179063
1120,categoryid,IT Hardware
1120,brand,Brand_3
1120,price,290.15405512249646
1120,rating,4.920759442183057
1121,categoryid,Office Supplies
1121,brand,Brand_10
1121,price,65.33338868485791
1121,rating,3.1501981425663685
1122,categoryid,Industrial Equipment
1122,brand,Brand_8
1122,price,978.7675367035145
1122,rating,4.483894692355655
1123,categoryid,Manufacturing Tools
1123,brand,Brand_7
1123,price,488.96084231052225
1123,rating,4.504902353443052
1124,categoryid,Safety Equipment
1124,brand,Brand_6
1124,price,809.5726606322337
1124,rating,3.036463865884321
1125,categoryid,Office Furniture
1125,brand,Brand_7
1125,price,158.06805761350384
1125,rating,3.156242377777799
1126,categoryid,Office Supplies
1126,brand,Brand_8
1126,price,157.20344596783283
1126,rating,3.896467536789377
1127,categoryid,Industrial Equipment
1127,brand,Brand_8
1127,price,157.97556361188535
1127,rating,3.8864063609328077
1128,categoryid,Industrial Equipment
1128,brand,Brand_14
1128,price,198.9693414445325
1128,rating,4.332039618472484
1129,categoryid,Safety Equipment
1129,brand,Brand_19
1129,price,620.5644416557153
1129,rating,3.714093560176023
1130,categoryid,Office Furniture
1130,brand,Brand_12
1130,price,140.8673589175802
1130,rating,4.498944588662827
1131,categoryid,Industrial Equipment
1131,brand,Brand_19
1131,price,865.9065096370401
1131,rating,3.4019171911359924
1132,categoryid,Industrial Equipment
1132,brand,Brand_8
1132,price,261.3454816516256
1132,rating,3.4379152006437756
1133,categoryid,Office Supplies
1133,brand,Brand_2
1133,price,197.8788328674285
1133,rating,3.545267189711419
1134,categoryid,Office Supplies
1134,brand,Brand_18
1134,price,445.7365299250316
1134,rating,4.423327192926742
1135,categoryid,Industrial Equipment
1135,brand,Brand_17
1135,price,291.59108830133323
1135,rating,3.6991804826693317
1136,categoryid,Office Supplies
1136,brand,Brand_7
1136,price,367.73720579009114
1136,rating,3.776943105301547
1137,categoryid,Office Supplies
1137,brand,Brand_4
1137,price,25.588736987556572
1137,rating,4.047133070947391
1138,categoryid,Office Supplies
1138,brand,Brand_9
1138,price,832.6996918058366
1138,rating,3.530496243853864
1139,categoryid,Industrial Equipment
1139,brand,Brand_11
1139,price,732.5039338169292
1139,rating,3.1343666198362676
1140,categoryid,Safety Equipment
1140,brand,Brand_4
1140,price,418.6901639262614
1140,rating,4.351386211214606
1141,categoryid,Manufacturing Tools
1141,brand,Brand_5
1141,price,590.4343430401841
1141,rating,4.963180156707887
1142,categoryid,Manufacturing Tools
1142,brand,Brand_17
1142,price,201.7325912030692
1142,rating,3.2977161376688646
1143,categoryid,Office Furniture
1143,brand,Brand_1
1143,price,841.800476787231
1143,rating,4.209306606746686
1144,categoryid,Office Furniture
1144,brand,Brand_15
1144,price,285.8775775708294
1144,rating,3.710983659714115
1145,categoryid,Office Furniture
1145,brand,Brand_11
1145,price,457.02196582969464
1145,rating,3.3251272677632366
1146,categoryid,Safety Equipment
1146,brand,Brand_8
1146,price,628.104120596314
1146,rating,4.132721551527646
1147,categoryid,Safety Equipment
1147,brand,Brand_19
1147,price,488.58865608807406
1147,rating,3.0869796518274173
1148,categoryid,Safety Equipment
1148,brand,Brand_5
1148,price,916.5913001475292
1148,rating,4.731003026429871
1149,categoryid,Industrial Equipment
1149,brand,Brand_11
1149,price,578.6762338121049
1149,rating,3.207336209864464
1150,categoryid,Safety Equipment
1150,brand,Brand_6
1150,price,231.02375439096832
1150,rating,4.79351300896378
1151,categoryid,Office Supplies
1151,brand,Brand_15
1151,price,299.95883956947534
1151,rating,3.006505896272238
1152,categoryid,Industrial Equipment
1152,brand,Brand_15
1152,price,248.24085044637982
1152,rating,4.812878631634296
1153,categoryid,Office Furniture
1153,brand,Brand_15
1153,price,905.2354902269223
1153,rating,3.7306201543695687
1154,categoryid,Safety Equipment
1154,brand,Brand_1
1154,price,342.68202216843343
1154,rating,3.1362932459021797
1155,categoryid,Safety Equipment
1155,brand,Brand_19
1155,price,140.9660494528427
1155,rating,4.171615216459033
1156,categoryid,Safety Equipment
1156,brand,Brand_8
1156,price,624.0310362438929
1156,rating,3.6967919261425584
1157,categoryid,Office Supplies
1157,brand,Brand_11
1157,price,486.8453484675569
1157,rating,3.2750230434150915
1158,categoryid,Office Supplies
1158,brand,Brand_13
1158,price,764.5193944016526
1158,rating,3.969805207890457
1159,categoryid,Safety Equipment
1159,brand,Brand_8
1159,price,315.52072131427394
1159,rating,3.652222580593907
1160,categoryid,Manufacturing Tools
1160,brand,Brand_7
1160,price,306.4296201340976
1160,rating,4.795136389253079
1161,categoryid,Office Supplies
1161,brand,Brand_19
1161,price,500.84997065546077
1161,rating,4.614619012654593
1162,categoryid,IT Hardware
1162,brand,Brand_12
1162,price,102.91346940299023
1162,rating,3.1557525587836084
1163,categoryid,Manufacturing Tools
1163,brand,Brand_1
1163,price,351.6684469256318
1163,rating,4.572910861674886
1164,categoryid,Manufacturing Tools
1164,brand,Brand_17
1164,price,889.6218905338419
1164,rating,3.9532967991855075
1165,categoryid,Industrial Equipment
1165,brand,Brand_7
1165,price,400.2100893075936
1165,rating,3.191705190497702
1166,categoryid,Safety Equipment
1166,brand,Brand_3
1166,price,225.10124753162236
1166,rating,3.5428831667962344
1167,categoryid,Industrial Equipment
1167,brand,Brand_14
1167,price,587.0868235940857
1167,rating,3.4760947985954185
1168,categoryid,IT Hardware
1168,brand,Brand_15
1168,price,860.851353421581
1168,rating,3.8885649634074477
1169,categoryid,IT Hardware
1169,brand,Brand_14
1169,price,351.51914531581616
1169,rating,4.47239640979463
1170,categoryid,IT Hardware
1170,brand,Brand_3
1170,price,208.9559556915335
1170,rating,3.1708335534753846
1171,categoryid,Manufacturing Tools
1171,brand,Brand_7
1171,price,992.0538454993754
1171,rating,4.5439459897606005
1172,categoryid,Office Furniture
1172,brand,Brand_10
1172,price,474.76048811451983
1172,rating,3.0634236031818896
1173,categoryid,Industrial Equipment
1173,brand,Brand_19
1173,price,308.79645538264816
1173,rating,3.179455990927921
1174,categoryid,Manufacturing Tools
1174,brand,Brand_11
1174,price,149.51918380311045
1174,rating,3.5158627933893003
1175,categoryid,Industrial Equipment
1175,brand,Brand_14
1175,price,65.39795304404508
1175,rating,3.6348008189128995
1176,categoryid,Office Furniture
1176,brand,Brand_10
1176,price,578.2553201473078
1176,rating,4.6722198683604645
1177,categoryid,Safety Equipment
1177,brand,Brand_14
1177,price,276.2734884449412
1177,rating,3.62876468675711
1178,categoryid,Office Supplies
1178,brand,Brand_13
1178,price,676.722890390794
1178,rating,3.2777194970463333
1179,categoryid,Office Furniture
1179,brand,Brand_8
1179,price,270.0820977726903
1179,rating,4.640073789038835
1180,categoryid,Office Supplies
1180,brand,Brand_19
1180,price,679.2282228141606
1180,rating,4.0898057629300295
1181,categoryid,Industrial Equipment
1181,brand,Brand_2
1181,price,749.2181341709206
1181,rating,4.495994374782468
1182,categoryid,Safety Equipment
1182,brand,Brand_2
1182,price,316.1011102590454
1182,rating,4.699206532731657
1183,categoryid,Manufacturing Tools
1183,brand,Brand_7
1183,price,483.3000405311501
1183,rating,4.566910636240212
1184,categoryid,Industrial Equipment
1184,brand,Brand_17
1184,price,923.657985392399
1184,rating,4.171545886819754
1185,categoryid,Safety Equipment
1185,brand,Brand_7
1185,price,156.00483785237248
1185,rating,3.1607400476373897
1186,categoryid,Office Supplies
1186,brand,Brand_13
1186,price,86.72582088336674
1186,rating,4.962391224824016
1187,categoryid,Manufacturing Tools
1187,brand,Brand_18
1187,price,289.7192609572416
1187,rating,4.37632504788286
1188,categoryid,Office Furniture
1188,brand,Brand_7
1188,price,887.2404984622385
1188,rating,3.4265238664360185
1189,categoryid,Office Supplies
1189,brand,Brand_6
1189,price,228.0425468173232
1189,rating,3.1020266587095007
1190,categoryid,Office Furniture
1190,brand,Brand_1
1190,price,900.1319439716224
1190,rating,4.461495967578847
1191,categoryid,IT Hardware
1191,brand,Brand_10
1191,price,438.0551276750456
1191,rating,4.453777407398791
1192,categoryid,IT Hardware
1192,brand,Brand_14
1192,price,955.4095694920944
1192,rating,4.776886451103631
1193,categoryid,Manufacturing Tools
1193,brand,Brand_17
1193,price,912.8886468202467
1193,rating,4.705155856533875
1194,categoryid,Industrial Equipment
1194,brand,Brand_18
1194,price,710.4875250561971
1194,rating,4.732132701080607
1195,categoryid,Safety Equipment
1195,brand,Brand_19
1195,price,948.0601847864132
1195,rating,4.638907651053764
1196,categoryid,Office Supplies
1196,brand,Brand_6
1196,price,431.2053776067955
1196,rating,3.1819463792739997
1197,categoryid,Safety Equipment
1197,brand,Brand_7
1197,price,253.4880334921573
1197,rating,3.55188361325554
1198,categoryid,Manufacturing Tools
1198,brand,Brand_10
1198,price,223.46934182008962
1198,rating,4.057631252422389
1199,categoryid,Industrial Equipment
1199,brand,Brand_10
1199,price,789.4711343850961
1199,rating,4.429056288345208
1200,categoryid,Manufacturing Tools
1200,brand,Brand_16
1200,price,459.64128716456844
1200,rating,3.1742110599609195
1201,categoryid,Manufacturing Tools
1201,brand,Brand_2
1201,price,871.1303617987323
1201,rating,3.6890720672918063
1202,categoryid,Office Furniture
1202,brand,Brand_10
1202,price,448.4979086823723
1202,rating,3.7329828238205907
1203,categoryid,Office Supplies
1203,brand,Brand_14
1203,price,857.870678084609
1203,rating,3.206894407051137
1204,categoryid,Office Furniture
1204,brand,Brand_10
1204,price,367.12488815689375
1204,rating,3.9176461543905527
1205,categoryid,IT Hardware
1205,brand,Brand_9
1205,price,57.73671872418861
1205,rating,3.965615354865462
1206,categoryid,IT Hardware
1206,brand,Brand_7
1206,price,11.541717707152173
1206,rating,3.985373226628679
1207,categoryid,IT Hardware
1207,brand,Brand_10
1207,price,369.2533342863424
1207,rating,3.800823252495884
1208,categoryid,Office Supplies
1208,brand,Brand_12
1208,price,815.7185661051254
1208,rating,4.88680330820698
1209,categoryid,Manufacturing Tools
1209,brand,Brand_1
1209,price,233.6072388903152
1209,rating,3.6389985575186605
1210,categoryid,Manufacturing Tools
1210,brand,Brand_4
1210,price,531.8407564118967
1210,rating,4.803203682728791
1211,categoryid,IT Hardware
1211,brand,Brand_19
1211,price,400.1370828130777
1211,rating,4.600620604369089
1212,categoryid,Safety Equipment
1212,brand,Brand_3
1212,price,52.48906669941321
1212,rating,3.6155565424613094
1213,categoryid,Office Furniture
1213,brand,Brand_11
1213,price,337.8050097724446
1213,rating,3.7515210477165812
